Violation Type,Violation Section,Violation Description,classification,Charge Level,charge_rows,distinct_source_ids
PC,4571,FELON ON PRISON/JAIL GROUNDS,other,FELONY,5,5
VC,23578,EXCESSIVE BLOOD ALC OR REFUSAL TO TAKE CHEMICAL TESTING: ENHANCED PENALTIES,other,INF,5,5
VC,24600B,"OTHER THAN MOTORCYCLE, MUST HAVE TWO TAILLAMPS (I)",other,INFRACTION,5,5
VC,22108,FAIL TO SIGNAL AT LEAST 100 FEET BEFORE TURN (I),other,INFRACTION,5,5
PC,459,BURGLARY (COMMERCIAL),other,FELONY,5,5
VC,23153(A),DUI ALCOHOL:CAUSING BODILY INJURY,other,FEL,5,5
PC,27545,UNLIC SALE/LOAN/TRANSFER OF FIREARM (F),other,FELONY,5,5
PC,487(C),GRAND THEFT FROM PERS (Pocket-Picking) (F),other,FELONY,5,5
PC,853.7,FAIL TO APPEAR AFTER WRITTEN PROMISE,other,MISDEMEANOR,5,5
PC,836.6(A),ESCAPE/ATTEMPT ESCAPE FROM CUST OF SHERIFF (M),other,MISDEMEANOR,5,5
PC,76(A),THREATEN/ETC ELECTED OFFICIAL/JUDGE/ETC (F),other,FELONY,5,5
VC,2800.2(A),EVADE PEACE OFCR WITH WANTON DISREGARD FOR SAFETY,other,FELONY,4,4
CO,76.101,OPERATE OFF-HIGHWAY VEHICLE ON PRIVATE PROPERTY W/O OWNERS CONSENT (I),other,INFRACTION,4,3
PC,166(A)(5),CONTEMPT OF COURT:RESIST COURT ORDER (M),ambiguous_related,MISDEMEANOR,4,4
VC,23152(F),DUI DRUG,other,MIS,4,4
PC,243(D),BATTERY W/SER BODILY INJURY,ambiguous_related,FEL,4,3
PC,166(A)(3),CONTEMPT OF COURT:BREACH OF PEACE (M),ambiguous_related,MISDEMEANOR,4,4
PC,4532(B)(2),ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH FELONY:FORCE/VIOLENCE (F),other,FELONY,4,4
PC,455(A),ATTEMPT OR AID ARSON (F),other,FELONY,4,4
PC,4550(B),RESCUE/ATTEMPT RESCUE PRISONER CONVICTED TO STATE PRISON (F),other,FELONY,4,4
PC,422(A),THREATEN CRIME WITH INTENT TO TERRORIZE,ambiguous_related,FEL,4,4
VC,22651O1A,VEHICLE REGISTRATION EXPIRED OVER 6 MONTHS (I),other,INFRACTION,4,4
PC,647(4)(A),DISTRIBUTE INTIMATE IMAGE CAUSING SERIOUS EMOTIONAL DISTRESS (M),other,MISDEMEANOR,4,4
MC,10.32.040(C),Posses open alcoholic container in park,other,MISDEMEANOR,4,4
PC,647(F),DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG,other,MIS,4,3
PC,648,MAKE/CIRCULATE UNAUTH PAPER MONEY W/PR (F),other,FELONY,4,4
PC,647(J)(1),DISORDERLY CONDUCT:PEEPING THRU HOLE OR WITH INSTRUMENT (M),other,MISDEMEANOR,4,4
MC,9.85.040,POSSESS SHOPPING CART REMOVED FROM PREMESIS,other,MISDEMEANOR,4,3
PC,487(D),GRAND THEFT:FIREARM/ANIMAL (All Other Larceny) (F),other,FELONY,4,4
PC,488,PETTY THEFT,other,MISDEMEANOR,4,4
PC,502(C)(1)(A),ACCESS COMPUTER/ALTER DATA:DEVISE SCHEME DEFRAUD (F),other,FELONY,4,4
PC,518(A),EXTORTION (F),other,FELONY,4,3
PC,530.5(A),GET CREDIT/ETC OTHER'S ID,other,FEL,4,3
MC,9.20.020B,"NO ONE SHALL CAMP, LODGE, SLEEP OVERNIGHT IN PUBLIC PARK, STREET OR HIGHWAY (I)",other,INFRACTION,4,3
PC,21510(C),SELL/TRANSFER/GIVE/ETC SWITCHBLADE KNIFE (M),ambiguous_related,MISDEMEANOR,4,4
PC,215(A),CARJACKING,ambiguous_related,FELONY,4,3
PC,602(Q),TRESPASS:REFUSE TO LEAVE PUBLIC BUILDING (M),other,MISDEMEANOR,4,4
PC,242,SIMPLE BATTERY,ambiguous_related,MIS,4,4
VC,5201.1(C),ERASE/ALTER REFLECTIVE COATING ON LICENSE PLATE (I),other,INFRACTION,4,4
PC,182(A)(1),CONSPIRE TO COMMIT A CRIME,other,FELONY,4,4
PC,182(A)(4),CONSPIRACY: DEFRAUD PERSON OF PROPERTY (M),other,MISDEMEANOR,4,2
PC,530.5(C)(2),USE OTHERS ID WITH INTENT DEFRAUD:WITH PRIOR CONVICTION,other,FELONY,4,4
HS,11364,POSS CONTRL SUB PARAPHERNALIA,other,MISDEMEANOR,4,4
PC,29820(B),CONVICTED PERSON POSSESS/ETC FIREARM WHILE UNDER AGE 30 (F),other,FELONY,4,4
PC,25400(A)(1),CARRY CONCEALED WEAPON IN VEHICLE,other,FEL,4,4
PC,3056,VIOLATION PAROLE/FELONY,other,FELONY,4,4
PC,290.013,SEX REGISTRANT FAIL REPORT ADDRESS CHANGE (M),other,MISDEMEANOR,4,4
PC,555,ENTER/REMAIN ON POSTED PROP (M),other,MISDEMEANOR,4,4
PC,550(A)(5),PREPARE WRITING FOR FALSE INSURANCE CLAIM (F),other,FELONY,4,4
PC,538D,IMPERSONATING A PEACE OFCR (M),other,MISDEMEANOR,4,4
HS,11352(A),TRANS/SELL NARCOTIC/CONTROLLED SUBS,other,FELONY,4,2
HS,11379(A),TRANS/ETC CONTROLLED SUBS,other,FEL,4,4
PC,25400(C)(6),CARRY A LOADED CONCEALED WEAPON ON PERSON (M),other,MISDEMEANOR,4,4
VC,21955,JAYWALKING (I),other,INFRACTION,4,4
HS,11377(A),POSS CONTROLLED SUBS,other,FELONY,4,4
VC,10851(E),TAKING VEHICLE WITHOUT OWNER CONSENT WITH SPECIFIC PRIORS,other,FELONY,4,4
PC,853.7,FAIL TO APPEAR AFTER WRITTEN PROMISE,other,MIS,4,4
PC,368(D)(2),THEFT OF ELDER/DEPENDENT ADULT (EMBEZZLEMENT $950 OR LESS) (M),ambiguous_related,MISDEMEANOR,4,4
PC,368(D),THEFT OF ELDER/DEPENDENT ADULT (EMBEZZLEMENT $950 OR LESS) (M),ambiguous_related,MISDEMEANOR,4,4
PC,136.1(B)(2),ATT TO PREVENT/DISSUADE VIC/WIT FROM PROSECUTING (F),ambiguous_related,FELONY,4,4
PC,12403.7(A),POSSES TEAR GAS/WEAPON (F),other,FELONY,4,4
PC,666,PETTY THEFT W/PR JAIL TERM (Theft From Building) (F),other,FELONY,4,4
PC,476A(A),INSUFFICIENT FUNDS:CHECKS/DRAFTS/ETC (M),other,MISDEMEANOR,4,4
PC,666.1(A)(1),GRAND THEFT (MOT VEH THEFT) W/2+ PRIOR CONVICTIONS (F),other,FELONY,4,4
PC,243(E)(1),BATTERY: SPOUSE/EX SPOUSE/DATE/ETC,core_dv,MISDEMEANOR,4,4
PC,288.7(A),SODOMY:VICTIM UNDER 10 YEARS OF AGE (F),ambiguous_related,FELONY,4,4
PC,20170(A),DISPLAY/EXPOSE IN PUBLIC PLACE IMITATION FIREARM (I),other,MISDEMEANOR,4,4
HS,11379(A),TRANS/ETC CONTROLLED SUBS,other,FELONY,4,3
PC,459,BURGLARY (RESIDENTIAL),other,FEL,4,3
VC,20001(B)(1),HIT AND RUN RESULTING IN INJURY(IBR 90Z),other,FELONY,4,4
HS,11366.8(A),USE FALSE COMPARTMENT TO STORE CONT SUBS,other,FEL,4,4
PC,166(A),CONTEMPT OF COURT VIOLATE A GANG INJUNCTION (M),ambiguous_related,MISDEMEANOR,4,4
VC,21954A,RIGHT-OF-WAY:PED NOT IN CROSSWALK YIELD TO VEHS (I),other,INFRACTION,4,4
PC,22810(E)(3),TEARGAS/TEARGAS WEAPON PURCHASED/ETC SHALL DISPLAY EXP DATE (M),other,MISDEMEANOR,4,4
PC,470B,POSS DRVRS LIC/IDENT TO COMMIT FORGERY (F),other,FELONY,4,4
PC,466,POSSESS BURGLAR TOOLS,other,MISDEMEANOR,4,4
VC,16020(A),FAIL TO CARRY EVIDENCE OF FINANCIAL REPONSIBILITY:VEHICLE (I),other,INFRACTION,4,4
PC,261(A)(3),RAPE OF DRUGGED VIC (F),ambiguous_related,FELONY,4,4
PC,247(B),SHOOT AT UNOCCUPIED DWELLING/VEH (F),other,FELONY,4,4
VC,14601.5(B),DRIVE W/LICENSE SUSPENDED/ETC WHILE DRIVING PRIVILEGE RESTRICTED (M),other,MISDEMEANOR,4,4
PC,26100(A),VEH DRIVER/OWNER OTHER CARRY/ETC FIREARM INTO VEHICLE (M),ambiguous_related,MISDEMEANOR,4,4
PC,369I(B),TRESPASS:RAIL TRANSIT PROP (M),other,MISDEMEANOR,4,4
PC,370,PUBLIC NUISANCE (M),other,MISDEMEANOR,4,4
HS,11173(A),OBTAIN/ETC CONTROLLED SUBS BY FRAUD (F),other,FELONY,4,4
BP,25658(B),MINOR PURCHASE LIQUOR IN BAR (M),other,MISDEMEANOR,4,4
WI,8102,CONFISCATION OF FIREARM,other,OTHER,3,3
WI,8103(A)(1),POSS FIREARM/DEADLY WEAPON:MENTAL DISORDER PROHIBITED (F),other,FELONY,3,3
PC,243.4(E)(1),SEXUAL BATTERY,ambiguous_related,MISDEMEANOR,3,3
VC,5201(B),LICENSE PLATES SHALL NOT BE COVERED (I),other,INFRACTION,3,3
ZZ,19,VIOL FED NARC. LAWS,other,FELONY,3,3
PC,29180(B),MANUFACTURE/ASSEMBLE FIREARM - PROVIDE SERIAL NUMBER (M),other,MISDEMEANOR,3,3
PC,29610,MINOR ILLEGALLY POSSESS CONCEALED WEAPON (M),other,MISDEMEANOR,3,3
MC,9.04.080,In park after hours,other,INFRACTION,3,3
MC,12.20.050,CITY PARKS ACCESS AFTERHOURS PROHIBITED (I),other,INFRACTION,3,3
MC,12.50.030,OBSTRUCTION OF PUBLIC PROPERTY (I),other,INFRACTION,3,3
MC,12.56.020(X),REMAIN ON PUBLIC GROUNDS AFTER CLOSING (I),other,MISDEMEANOR,3,3
PC,457.1(H),FAIL TO REGISTER AS ARSON OFFENDER (M),other,MISDEMEANOR,3,3
VC,24400,2 HEADLAMPS ON DURING DARKNESS (CAR) (I),other,INFRACTION,3,3
VC,27150A,INADEQUATE MUFFLERS (I),other,INFRACTION,3,3
VC,27156,NOT EQUIPED W/SMOG DEV (I),other,INFRACTION,3,3
VC,27803B,MOTORCYCLE/ETC:HELMET VIOL (I),other,INFRACTION,3,3
PC,245A1,ASSAULT W/DEADLY WEAPON OTHER THAN FIREARM OR GBI FORCE,ambiguous_related,FELONY,3,3
PC,245A2,ADW:ASSAULT WITH FIREARM ON PERS,ambiguous_related,FELONY,3,3
PC,422.7(B),VIOLATE CIVIL RIGHTS:CAUSE PROP DAMAGE (FELONY) (F),ambiguous_related,FELONY,3,3
MC,15.24,"Fire Code, Uniform Fire Code",other,INFRACTION,3,3
MC,17.16.070G6,LG GENERAL COMMERCIAL ZONE: DEV. STANDARDS: ENCLOSURE (M),other,MISDEMEANOR,3,3
MC,6.52.010B,NON CHARITABLE SOLICITATIONS- NO PERMIT,other,INFRACTION,3,3
PC,530.5(A),GET CREDIT/ETC OTHER'S ID,other,FELONY,3,3
PC,530.5(A),GET CREDIT/ETC OTHERS ID,other,FELONY,3,3
PC,530.5(C)(2),USE OTHERS ID WITH INTENT DEFRAUD:WITH PRIOR CONVICTION,other,FEL,3,3
MC,8.04.150,REMAIN AT BEACH/PARK WHEN CLOSED,other,INFRACTION,3,2
MC,8.50.010,"URINATE/DEFECATE ON STREET, SIDEWALK, ALLEY, PARK, PUBLIC BLDG (M)",other,MISDEMEANOR,3,3
PC,29805(A)(1),CONVICTED PERSON POSSESS/OWN/ETC FIREARM:SPECIFIC PRIORS (F),other,FELONY,3,3
PC,30305(A)(1),PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC,other,FELONY,3,3
PC,602(A),TRESPASS:DESTROY STANDING TIMBER (M),other,MISDEMEANOR,3,2
PC,602(I),TRESPASS:DESTROY FENCE/ETC (M),other,MISDEMEANOR,3,3
VC,23223,OPEN CONTAINER ALC IN VEH (I),other,INFRACTION,3,3
VC,23224B,PASSENGER:MINOR:POSS ALC IN VEH (M),other,MISDEMEANOR,3,3
PC,419,RETAKE LAND AFTER LEGAL REMOVAL (M),other,MISDEMEANOR,3,3
PC,4532(A)(2),ESCAPE JAIL/ETC WHILE CHARGED W/ MISD W/ FORCE (F),other,FELONY,3,3
PC,4532(B)(1),ATT/ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH A FELONY,other,FEL,3,3
PC,166(D)(1),VIOLATE PROTECTIVE ORDER:W/FIREARM (F),ambiguous_related,FELONY,3,3
PC,171B(A)(1),POSS FIREARM IN PUBLIC BUILDING (F),other,FELONY,3,3
PC,4574(A),SEND/BRING WEAP/TEAR GAS INTO PRISON/JAIL,other,FELONY,3,3
PC,4573,BRING CONTROLLED SUBS INTO PRISON/JAIL,other,FEL,3,3
PC,148.5(C),FALSE REPORT OF CRIME TO LAW ENFORCEMENT EMPLOYEE (M),other,MISDEMEANOR,3,3
PC,148.9(A),FALSE IDENT TO PEACE OFCR,other,MISDEMEANOR,3,3
PC,381(A),POSS TOLUENE (M),other,MISDEMEANOR,3,3
PC,403,DISTURBANCE AT ASSEMBLY (M),other,MISDEMEANOR,3,3
PC,243.4(B),SEXUAL BATTERY ON MED INSTITUTIONALIZED PERS (F),ambiguous_related,FELONY,3,3
PC,602(J),TRESPASS:BUILD FIRES (M),other,MISDEMEANOR,3,2
PC,602N,TRESPASS:DRIVE ON PRIV. PROP. W/O OWNER CONSENT(M),other,MISDEMEANOR,3,3
PC,626.10(A),POSS WEAPON AT SCHOOL K-12 (F),other,FELONY,3,3
PC,524,ATTEMPTED EXTORTION (F),other,FELONY,3,3
PC,529(A)(1),PERSONATE TO POST BAIL/SURETY (F),other,FELONY,3,3
PC,529(A)(3),PERSONATE TO MAKE OTHER LIABLE,other,FELONY,3,3
MC,11.08.030,SMOKING PROHIBITED IN PUBLIC PLACE OR PLACE OF EMPLOYMENT EXCEPT IN DESIGNATE,other,INFRACTION,3,3
PC,207(A),KIDNAPPING,ambiguous_related,FELONY,3,2
PC,20710,MANUFACTURE/SALE/POSSESS/ETC SHOBI-ZUE (F),ambiguous_related,FELONY,3,3
PC,653F(B),SOLICIT TO COMMIT MURDER (F),other,FELONY,3,3
PC,653M(A),ANNOYING PHONE CALL OBSCENE - NON-THREATENING (M),ambiguous_related,MISDEMEANOR,3,3
PC,496(B),DEALER/ETC NOT DETERMINE OWNERSHIP [OVER $950] (F),other,FELONY,3,3
PC,498(B)(1),THEFT OF UTILITY SERVICES BY DIVERTING (M),other,MISDEMEANOR,3,3
VC,23152(F),DUI DRUG,other,MISDEMEANOR,3,3
HS,11357(A)(1),POSSESS MARIJUANA 28.5 GRAMS OR LESS - UNDER 18 (I),other,INFRACTION,3,3
VC,23152(G),DUI ALCOHOL/DRUG,other,MISDEMEANOR,3,3
VC,23152D,DUI ALC/0.04 PERCENT WHILE DRVG COMMERCIAL VEH (M),other,MISDEMEANOR,3,3
VC,23221(B),NO PASSENGER SHALL DRINK ANY ALCOHOLIC BEVERAGE WHILE ON HIGHWAY (I),other,INFRACTION,3,3
PC,243.15,BATTERY ON NON-INMATE BY INMATE (F),ambiguous_related,FELONY,3,3
PC,243.3,BATTERY W/INJURY ON TRANSPORTATION PERSONNEL/PASSENGER (F),ambiguous_related,FELONY,3,3
PC,1610,CONFINED PENDING OUTPATIENT REVOKE REQUEST (N),other,OTHER,3,3
PC,498(B)(5),THEFT OF UTILITY SVCS BENEFIT UNDER $950 (M),other,MISDEMEANOR,3,3
HS,13001,THROW BURNING MATERIAL (M),other,MISDEMEANOR,3,3
PC,666.1,PETTY THEFT W/ 2 PRIOR CONVICTIONS,other,FELONY,3,3
PC,666.5(A),VEHICLE/ETC THEFT :SPECIFIC PRIORS,other,FELONY,3,3
PC,667(E)(1),ONE PRIOR STRIKE (BAIL+),other,OTHER,3,3
PC,667.5(A),PRIOR VIOLENT FEL PRISON TERM (BAIL+),other,OTHER,3,3
PC,667.5(B),PRIOR NON VIOLENT FEL PRISON TERM (BAIL+),other,OTHER,3,3
PC,25850(C)(6),CARRY LOADED HANDGUN:NOT REGISTERED OWNER,other,FEL,3,3
VC,23103,RECKLESS DRVG:HWY,other,MISDEMEANOR,3,3
HS,11361(A),USE/INDUCE/SELL MINOR MARIJUANA (F),other,FELONY,3,3
VC,23112A,NO ONE SHALL THROW SUBSTANCE ON HIGHWAY FROM VEHICLE (I),other,INFRACTION,3,3
VC,23123.5(A),PROHIBIT TEXT-BASED COMMUNICATION WHILE DRIVING (I),other,INFRACTION,3,3
PC,25140(A),HANDGUN IN UNATTENDED VEHICLE (I),other,INFRACTION,3,3
PC,148.1(A),FALSE BOMB REPORT TO PEACE OFCR/MEDIA (F),other,FELONY,3,3
PC,490.4(A)(2),THEFT OF MERCHANDISE W/ INTENT TO SELL - POSSESSION (M),other,MISDEMEANOR,3,3
PC,69(A),OBSTRUCT/RESIST EXECUTIVE OFFICER WITH SERIOUS INJURY,other,FELONY,3,3
HS,11380(A),USE/ETC MINOR TO VIOLATE CONTROLLED SUBS ACT (F),other,FELONY,3,3
PC,487AA,GRAND THEFT - ANIMAL (F),other,FELONY,3,2
MC,9.68.030(B),"POSSESS OPEN CONTAINER IN MAST PARK, SANTEE LAKES, WEEKDAYS OR NON HOLIDAYS ONLY",other,MISDEMEANOR,3,3
PC,836.6(A),ESCAPE/ATT ESCAPE FROM CUST W/FORCE CAUSING SER INJ (F),other,FELONY,3,3
HS,11377(A),POSSESS CONTROLLED SUBSTANCE (F),other,FELONY,3,3
PC,220(B),ASSAULT W/INTENT TO COMMIT RAPE/OTH SEX ACTS DURING RES 459 (F),ambiguous_related,FELONY,3,3
PC,20170(A),DISPLAY/EXPOSE IN PUBLIC PLACE IMITATION FIREARM (M),other,MISDEMEANOR,3,3
PC,3453(Q),FLASH INCARCERATION,other,OTHER,3,3
PC,487(A),GRAND THEFT:MONEY/LABOR/PROPERTY,other,FELONY,3,3
PC,487(D),GRAND THEFT:FIREARM (ALL OTHER LARCENY) (F),other,FELONY,3,2
PC,141(A),TAMPER WITH EVIDENCE (M),other,MISDEMEANOR,3,3
PC,368(B)(1),ACTIONS LIKELY TO CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT,ambiguous_related,MISDEMEANOR,3,3
PC,368(B)(1),CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT,ambiguous_related,FEL,3,3
VC,21950A,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),other,INFRACTION,3,3
PC,261.5(A),UNLAWFUL SEXUAL INTERCOURSE W/MINOR 18 (F),ambiguous_related,FELONY,3,3
PC,26500(A),SELL/TRANSFER/ETC FIREARMS WITHOUT A LICENSE (M),other,MISDEMEANOR,3,1
VC,22349(B),EXCEED 55 MPH STATUTORY SPEED:2-LANE ROADS (I),other,INFRACTION,3,3
PC,18720,MAKE DESTRUCTIVE DEVICE W/O PERMIT (F),ambiguous_related,FELONY,3,3
PC,369I(A),TRESPASS:RAILROAD PROP (M),other,MISDEMEANOR,3,3
PC,286(C)(2)(A),SODOMY BY FORCE/VIOLENT/FEAR (F),ambiguous_related,FELONY,3,3
RT,30474,POSSESS/ETC FOR SALE/ETC CIGARETTES W/O STAMP/ETC (M),other,MISDEMEANOR,3,3
VC,10802,ALTER VEH ID NUMBER FOR SALE,other,FELONY,3,3
VC,10851(B),TAKE ON-CALL EMERGENCY VEH WITHOUT CONSENT (F),other,FELONY,3,3
PC,270,FAILURE TO PROVIDE (M),other,MISDEMEANOR,3,3
PC,118(A),PERJURY (F),other,FELONY,3,3
PC,12022.7(A),"FEL RESULT IN GBI, OTHER THAN AGG ASSAULT (BAIL+)",other,OTHER,3,2
PC,12022.7(E),DOMESTIC VIOLENCE WITH GBI (BAIL+),core_dv,OTHER,3,3
VC,20003(A),FAILURE TO PROVIDE INFO:INJ ACCIDENT (M),other,MISDEMEANOR,3,3
PC,266I(B)(1),PANDERING:OTHER PERSON OVER 16 (F),other,FELONY,3,2
PC,1320(B),FAILURE TO APPEAR ON FELONY CHARGE (F),other,FELONY,3,3
PC,187A,MURDER (PRE-2007 CASES),ambiguous_related,FELONY,3,3
VC,14601.1(A),DRVG WHILE LIC SUSP OR REVOKED:OTHER REASONS,other,MISDEMEANOR,3,3
VC,14603,OPER VEH:VIOL OF LIC RESTRICTION (I),other,INFRACTION,3,3
HS,11365(A),VISIT WHERE CONTROLLED SUBS USED (M),other,MISDEMEANOR,3,3
HS,11366.6,USE FORTIFIED ROOM TO SELL CONTROLLED SUBS (F),other,FELONY,3,3
PC,368(D),THEFT OF ELDER/DEPENDENT ADULT (EMBEZZLEMENT OVER $950) (F),ambiguous_related,FELONY,3,3
VC,4463.5(A),MFG FAKE LIC PLATE (M),other,MISDEMEANOR,3,3
PC,243.9A,BATTERY BY GASSING OF PO/DETENTION/INVEST/PROSECUTION EMP,ambiguous_related,FELONY,3,3
CO,41.139,NO BEVERAGE (EXCESS 20% ALC) IN COUNTY PARK W/O AUTH (M),other,INFRACTION,3,2
PC,415(3),DISORD CONDUCT:OFFENSIVE WORDS IN PUBLIC PLACE (M),other,MISDEMEANOR,3,3
VC,4461,LOAN REGISTRATION TO UNAUTH PERS (M),other,MISDEMEANOR,3,3
VC,4462A,FAIL PROVIDE VEH REG TO PEACE OFCR ON DEMAND (I),other,INFRACTION,3,3
PC,422.6A,VIOLATE CIVIL RIGHTS: CAUSE SERIOUS INJURY (M),ambiguous_related,MISDEMEANOR,3,3
PC,182(A)(5),CONSPIRE TO OBSTRUCT JUSTICE,other,FELONY,2,2
PC,422.6A,VIOLATE CIVIL RIGHTS: CAUSE MINOR INJURY (M),ambiguous_related,MISDEMEANOR,2,2
VSMC,9.20.020B,"NO ONE SHALL CAMP, LODGE, SLEEP OVERNIGHT IN PUBLIC PARK, STREET OR HIGHWAY",other,MIS,2,2
VSMC,9.04.040,LITTERING/DISTRIBUTING FLYERS IN CITY,other,MIS,2,2
VC,4462B,DISPLAY ON VEH/GIVE TO PEACE OFCR FALSE REGISTRATION,other,INFRACTION,2,2
VC,4000.4A,VEHICLE PRIMARILY USED IN CALIFORNIA MUST REGISTERED (I),other,INFRACTION,2,2
VC,28071,VEH BUMPER VIOL (I),other,INFRACTION,2,2
VC,2800.2(A),DISREGARD SAFETY:EVADE POLICE,other,MIS,2,2
CO,73.109,SHALL NOT CAMP ON PRIVATE PROPERTY W/O PERMISSION (M),other,MISDEMEANOR,2,2
CO,67.804(A),DISCHARGE POLLUTANTS INTO STORMWATER SYSTEM (M),other,MISDEMEANOR,2,2
PC,246.3,WILLFULLY DISCHARGE FIREARM IN A GROSSLY NEGLIGENT MANNER (M),ambiguous_related,FELONY,2,2
PC,417(A)(1),EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,other,MIS,2,2
PC,594(B)(2)(A),VANDALISM (LESS THAN $400),other,MISDEMEANOR,2,2
PC,593,INTERFERE WITH POWER LINE (F),other,FELONY,2,2
PC,591.5,DAMAGE/DESTROY ANY WIRELESS COMMUNICATION DEVICE,ambiguous_related,MISDEMEANOR,2,2
PC,587C,EVADE RAILROAD FARE (M),other,MISDEMEANOR,2,2
PC,587B,TRESPASS ON RAILROAD TRAIN (M),other,MISDEMEANOR,2,2
PC,550(A)(1),PRESENT FALSE INSURANCE CLAIM FOR PAYMENT (F),other,FELONY,2,2
PC,548(A),INJ/DESTROY INSURED PROP (F),other,FELONY,2,2
PC,537E(A)(1),BUY/ETC PERSONAL PROPERTY W/ID REMOVED [$950 OR LESS] (M),other,MISDEMEANOR,2,2
CO,41.15,OVERNIGHT CAMPING PERMITS (M),other,MISDEMEANOR,2,1
CO,41.118(A),UNLAWFUL TO IGNITE A FIRE- EXCEPT IN DESIGNATED RINGS,other,MISDEMEANOR,2,2
CO,32.1004,PUBLIC NUDITY (M),other,MISDEMEANOR,2,2
PC,243.9(A),BATTERY BY GASSING OF PO/DETENTION/INVEST/PROSECUTION EMP,ambiguous_related,FEL,2,2
VC,5201.1 (B),OPERATE VEHICLE WITH OBSCURED LICENSE PLATE (I),other,INFRACTION,2,2
HS,11370.1(A),POSS CONT SUBS WHILE ARMED W/LOADED FIREARM,other,FELONY,2,2
PC,368(D)(2),THEFT OF ELDER/DEPENDENT ADULT (LARCENY $950 OR LESS) (M),ambiguous_related,MISDEMEANOR,2,2
VC,14601(A),DRVG WHILE LIC SUSP OR REVOKED,other,MISDEMEANOR,2,2
HS,11370.4(B)1,AMPH/METH/PCP OVER 1KG OR 30L (BAIL+),other,OTHER,2,2
HS,11370.4(A)6,HEROIN OR COCAINE OVER 80KG (BAIL+),other,OTHER,2,2
HS,11370.4(A)(5),HEROIN OR COCAINE OVER 40KG (BAIL+),other,NOF,2,2
HS,11370.4(A)(4),HEROIN OR COCAINE OVER 20KG (BAIL+),other,NOF,2,2
VC,14600B,FAIL TO PRESENT PROOF OF ADDRESS CHANGE (I),other,INFRACTION,2,2
VC,12815,DRVR'S LIC LOST/ETC:DESTROY ORIGINAL (I),other,INFRACTION,2,2
PC,187A,MURDER - DEGREE NOT SPECIFIED,ambiguous_related,FELONY,2,1
PC,135,DESTROY/CONCEAL EVIDENCE,other,MISDEMEANOR,2,2
PC,12355(A),ASSEMBLE/PLACE BOOBYTRAP (F),other,FELONY,2,2
VC,21651A,LANE USAGE:DIV HWY:DRIVE ON DIV SECTION OR U-TURN (I),other,INFRACTION,2,2
VC,21650.1,LANE USAGE:OPERATING BICYCLE ON WRONG SIDE OF ROAD (I),other,INFRACTION,2,2
VC,21453B,SIGNAL LIGHTS:RIGHT TURN ON RED (I),other,INFRACTION,2,2
VC,21228,FAIL TO RIDE MOTOR SCOOTER:RIGHT EDGE OF ROADWAY (I),other,INFRACTION,2,2
VC,21209,UNLAWFUL DRVG Mot Veh IN BICYCLE LANE (I),other,INFRACTION,2,2
PC,269(A)(1),AGG SEXUAL ASSAULT: RAPE: CHILD UNDER 14 (F),ambiguous_related,FELONY,2,2
PC,266I(B),PANDERING:OTHER PERSON UNDER 16 (F),other,FELONY,2,2
PC,236,FALSE IMPRISONMENT,ambiguous_related,MISDEMEANOR,2,2
PC,236,FALSE IMPRISON W/VIOL/MENACE/FRAUD/DECEIT,ambiguous_related,FELONY,2,2
PC,22910(A),REMOVE/ALTER/ETC SERIAL NUMBER/ID MARK ON TEAR GAS WEAPON (M),other,MISDEMEANOR,2,2
VC,21200.5,RIDING BICYCLE UNDER INFLUENCE OF ALCOHOL AND/OR DRUGS(IBR 35A),other,MISDEMEANOR,2,2
PC,12022(A),"COMMIT FEL, ARMED WITH FIREARM (BAIL+)",other,OTHER,2,2
PC,118A,FALSE AFFIDAVIT AS PERJURY (F),other,FELONY,2,2
HS,11375.5(B),USE/POSESS SYNTHETIC STIMULANT COMPOUND OR DERIVATIVE (I),other,INFRACTION,2,2
HS,11375(B)(2),POSS CNTL SUB W/O PRESCRIPTION,other,MIS,2,2
HS,11370.9(C),TRANSFER/CONCEAL GAINS FROM CONT SUBS (F),other,FELONY,2,2
VC,10851(A),OTHER AGENCY VEHICLE THEFT/RECOVERY,other,FEL,2,2
PC,27585(A),IMPORT/TRANS/BRING FIREARM FROM ANOTHER STATE (M),other,MISDEMEANOR,2,2
PC,273A(B),WILLFUL CRUELTY TO CHILD WITHOUT GBI,ambiguous_related,MISDEMEANOR,2,2
PC,463(A),BURGLARY/ETC DURING STATE OF EMERGENCY/ETC,other,FELONY,2,2
PC,18740,USE/ETC EXPLOSIVE/ETC DEVICE WITH INTENT TO DESTROY PROPERTY (F),ambiguous_related,FELONY,2,2
VC,22101D,TURNS:FAIL TO OBEY TURN SIGNS (I),other,INFRACTION,2,2
PC,26100(C),DISCHARGE FIREARM FROM VEHICLE AT PERSON (F),ambiguous_related,FELONY,2,2
