unitid,institution,cohort,period,measure,category,geography,denominator_basis,reported_count,population_sum,years,rate_per_1000,rate_status,collection_year,interpretation
190150,Columbia,ivy,pooled,enrollment,incest,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,incest,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,incest,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,pooled,enrollment,statutory_rape,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,statutory_rape,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,statutory_rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,pooled,enrollment,murder,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,murder,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,murder,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,negligent_manslaughter,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,pooled,enrollment,robbery,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,robbery,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,robbery,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,pooled,enrollment,aggravated_assault,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,aggravated_assault,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,aggravated_assault,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,pooled,enrollment,burglary,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,burglary,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,burglary,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,motor_vehicle_theft,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,pooled,enrollment,arson,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,arson,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,arson,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,pooled,enrollment,domestic_violence,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,domestic_violence,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,domestic_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,pooled,enrollment,dating_violence,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,dating_violence,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,dating_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,pooled,enrollment,stalking,oncampus,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,housingEnrollment,stalking,residential,enrollment,,106236,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,pooled,residents,stalking,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190415,Cornell,ivy,pooled,enrollment,criminal_total,oncampus,enrollment,228,78955,3,2.887720853650814,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,housingEnrollment,criminal_total,residential,enrollment,160,78955,3,2.026470774491799,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,residents,criminal_total,residential,residents,160,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190415,Cornell,ivy,pooled,enrollment,rape,oncampus,enrollment,76,78955,3,0.9625736178836046,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,housingEnrollment,rape,residential,enrollment,67,78955,3,0.8485846368184409,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,residents,rape,residential,residents,67,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190415,Cornell,ivy,pooled,enrollment,fondling,oncampus,enrollment,67,78955,3,0.8485846368184409,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,housingEnrollment,fondling,residential,enrollment,39,78955,3,0.493952251282376,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,residents,fondling,residential,residents,39,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190415,Cornell,ivy,pooled,enrollment,incest,oncampus,enrollment,0,78955,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,housingEnrollment,incest,residential,enrollment,0,78955,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,residents,incest,residential,residents,0,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190415,Cornell,ivy,pooled,enrollment,statutory_rape,oncampus,enrollment,0,78955,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,housingEnrollment,statutory_rape,residential,enrollment,0,78955,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,residents,statutory_rape,residential,residents,0,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190415,Cornell,ivy,pooled,enrollment,murder,oncampus,enrollment,0,78955,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,housingEnrollment,murder,residential,enrollment,0,78955,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,residents,murder,residential,residents,0,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190415,Cornell,ivy,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,78955,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,0,78955,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190415,Cornell,ivy,pooled,residents,negligent_manslaughter,residential,residents,0,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
