institution_unitid,campus_id,campus,report_edition,report_year,category,geography,federal_count,current_asr_count,federal_status,asr_status,difference,source_url
234076,234076012,Darden Sands Family Grounds,2026,2023,negligent_manslaughter,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,negligent_manslaughter,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,negligent_manslaughter,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,rape,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,rape,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,rape,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,rape,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,rape,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,rape,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,rape,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,rape,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,fondling,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,fondling,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,fondling,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,fondling,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,fondling,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,fondling,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,fondling,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,fondling,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,incest,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,incest,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,incest,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,incest,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,incest,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,incest,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,incest,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,incest,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,statutory_rape,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,statutory_rape,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,statutory_rape,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,statutory_rape,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,statutory_rape,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,statutory_rape,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,statutory_rape,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,statutory_rape,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,robbery,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,robbery,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,robbery,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,robbery,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,robbery,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,robbery,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,robbery,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,robbery,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,aggravated_assault,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,aggravated_assault,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,aggravated_assault,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,aggravated_assault,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,aggravated_assault,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,aggravated_assault,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,aggravated_assault,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,aggravated_assault,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,burglary,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,burglary,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,burglary,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,burglary,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
