month,agency,offense_code,source_rows,distinct_incidents,distinct_offense_ids,distinct_arrest_numbers
2022-01,SHERIFF,90J,15,13,15,15
2022-01,SHERIFF,90Z,160,160,160,160
2022-02,CARLSBAD,90C,17,17,17,17
2022-02,CARLSBAD,90D,21,21,21,21
2022-02,CARLSBAD,90J,7,5,7,7
2022-02,CARLSBAD,90Z,8,8,8,8
2022-02,CHULA VISTA,90C,3,3,3,3
2022-02,CHULA VISTA,90D,24,24,24,24
2022-02,CHULA VISTA,90J,2,1,2,2
2022-02,CHULA VISTA,90Z,17,17,17,17
2022-02,EL CAJON,90B,7,4,7,7
2022-02,EL CAJON,90C,23,23,23,23
2022-02,EL CAJON,90D,10,10,10,10
2022-02,EL CAJON,90J,1,1,1,1
2022-02,EL CAJON,90Z,13,12,12,12
2022-02,ESCONDIDO,90C,42,42,42,42
2022-02,ESCONDIDO,90D,38,38,38,38
2022-02,ESCONDIDO,90G,4,4,4,4
2022-02,ESCONDIDO,90J,1,1,1,1
2022-02,ESCONDIDO,90Z,37,35,37,37
2022-02,HARBOR POLICE,90C,6,6,6,6
2022-02,HARBOR POLICE,90D,1,1,1,1
2022-02,HARBOR POLICE,90G,1,1,1,1
2022-02,HARBOR POLICE,90J,1,1,1,1
2022-02,HARBOR POLICE,90Z,8,8,8,8
2022-02,LA MESA,90C,8,8,8,8
2022-02,LA MESA,90D,9,9,9,9
2022-02,LA MESA,90Z,4,4,4,4
2022-02,NATIONAL CITY,90C,7,6,7,7
2022-02,NATIONAL CITY,90D,10,10,10,10
2022-02,NATIONAL CITY,90Z,6,6,6,6
2022-02,OCEANSIDE,90C,26,26,26,26
2022-02,OCEANSIDE,90D,27,27,27,27
2022-02,OCEANSIDE,90J,3,2,3,3
2022-02,OCEANSIDE,90Z,13,13,13,13
2022-02,SAN DIEGO,90B,10,10,10,10
2022-02,SAN DIEGO,90C,213,212,213,213
2022-02,SAN DIEGO,90D,120,120,120,120
2022-02,SAN DIEGO,90J,19,16,19,19
2022-02,SAN DIEGO,90Z,234,231,234,234
2022-02,SHERIFF,90B,2,2,2,2
2022-02,SHERIFF,90C,101,98,101,101
2022-02,SHERIFF,90D,69,69,69,69
2022-02,SHERIFF,90G,3,3,3,3
2022-02,SHERIFF,90J,9,9,9,9
2022-02,SHERIFF,90Z,164,162,163,163
2022-03,CARLSBAD,90C,27,27,27,27
2022-03,CARLSBAD,90D,23,23,23,23
2022-03,CARLSBAD,90J,2,2,2,2
2022-03,CARLSBAD,90Z,13,13,13,13
2022-03,CHULA VISTA,90C,4,4,4,4
2022-03,CHULA VISTA,90D,33,33,33,33
2022-03,CHULA VISTA,90G,3,3,3,3
2022-03,CHULA VISTA,90J,2,2,2,2
2022-03,CHULA VISTA,90Z,26,26,26,26
2022-03,EL CAJON,90B,10,7,10,10
2022-03,EL CAJON,90C,31,30,31,31
2022-03,EL CAJON,90D,3,3,3,3
2022-03,EL CAJON,90Z,24,24,24,24
2022-03,ESCONDIDO,90C,52,52,52,52
2022-03,ESCONDIDO,90D,56,56,56,56
2022-03,ESCONDIDO,90G,3,3,3,3
2022-03,ESCONDIDO,90J,1,1,1,1
2022-03,ESCONDIDO,90Z,42,41,42,42
2022-03,HARBOR POLICE,90C,9,9,9,9
2022-03,HARBOR POLICE,90D,2,2,2,2
2022-03,HARBOR POLICE,90G,1,1,1,1
2022-03,HARBOR POLICE,90J,3,3,3,3
2022-03,HARBOR POLICE,90Z,5,5,5,5
2022-03,LA MESA,90C,11,11,11,11
2022-03,LA MESA,90D,13,13,13,13
2022-03,LA MESA,90J,1,1,1,1
2022-03,LA MESA,90Z,6,6,6,6
2022-03,NATIONAL CITY,90C,8,8,8,8
2022-03,NATIONAL CITY,90D,18,18,18,18
2022-03,NATIONAL CITY,90Z,9,8,8,8
2022-03,OCEANSIDE,90C,37,36,37,37
2022-03,OCEANSIDE,90D,29,29,29,29
2022-03,OCEANSIDE,90J,6,4,6,6
2022-03,OCEANSIDE,90Z,21,21,21,21
2022-03,SAN DIEGO,90B,27,27,27,27
2022-03,SAN DIEGO,90C,275,274,275,275
2022-03,SAN DIEGO,90D,115,115,115,115
2022-03,SAN DIEGO,90J,35,25,35,35
2022-03,SAN DIEGO,90Z,348,344,346,346
2022-03,SHERIFF,90B,1,1,1,1
2022-03,SHERIFF,90C,116,113,115,115
2022-03,SHERIFF,90D,88,88,88,88
2022-03,SHERIFF,90G,6,2,6,6
2022-03,SHERIFF,90J,8,8,8,8
2022-03,SHERIFF,90Z,208,206,208,208
2022-04,CARLSBAD,90C,25,25,25,25
2022-04,CARLSBAD,90D,32,32,32,32
2022-04,CARLSBAD,90J,3,3,3,3
2022-04,CARLSBAD,90Z,8,8,8,8
2022-04,CHULA VISTA,90C,7,7,7,7
2022-04,CHULA VISTA,90D,32,32,32,32
2022-04,CHULA VISTA,90G,2,2,2,2
2022-04,CHULA VISTA,90J,6,5,6,6
2022-04,CHULA VISTA,90Z,24,24,24,24
2022-04,EL CAJON,90B,6,3,6,6
2022-04,EL CAJON,90C,32,31,32,32
2022-04,EL CAJON,90D,8,8,8,8
2022-04,EL CAJON,90Z,29,29,29,29
2022-04,ESCONDIDO,90C,40,39,40,40
2022-04,ESCONDIDO,90D,37,37,37,37
2022-04,ESCONDIDO,90G,3,3,3,3
2022-04,ESCONDIDO,90Z,48,48,48,48
2022-04,HARBOR POLICE,90C,7,7,7,7
2022-04,HARBOR POLICE,90D,2,2,2,2
2022-04,HARBOR POLICE,90Z,6,6,6,6
2022-04,LA MESA,90B,2,1,2,2
2022-04,LA MESA,90C,10,10,10,10
2022-04,LA MESA,90D,5,5,5,5
2022-04,LA MESA,90J,1,1,1,1
2022-04,LA MESA,90Z,9,9,9,9
2022-04,NATIONAL CITY,90C,16,16,16,16
2022-04,NATIONAL CITY,90D,9,9,9,9
2022-04,NATIONAL CITY,90G,1,1,1,1
2022-04,NATIONAL CITY,90Z,6,6,6,6
2022-04,OCEANSIDE,90B,2,2,2,2
2022-04,OCEANSIDE,90C,54,54,54,54
2022-04,OCEANSIDE,90D,33,33,33,33
2022-04,OCEANSIDE,90J,3,3,3,3
2022-04,OCEANSIDE,90Z,22,22,22,22
2022-04,SAN DIEGO,90B,31,23,31,31
2022-04,SAN DIEGO,90C,239,235,238,238
2022-04,SAN DIEGO,90D,115,115,115,115
2022-04,SAN DIEGO,90J,17,16,17,17
2022-04,SAN DIEGO,90Z,334,331,334,334
2022-04,SHERIFF,90B,1,1,1,1
2022-04,SHERIFF,90C,121,118,121,121
2022-04,SHERIFF,90D,67,67,67,67
2022-04,SHERIFF,90G,3,3,3,3
2022-04,SHERIFF,90J,10,9,10,10
2022-04,SHERIFF,90Z,208,205,208,208
2022-05,CARLSBAD,90C,30,30,30,30
2022-05,CARLSBAD,90D,36,35,36,36
2022-05,CARLSBAD,90J,1,1,1,1
2022-05,CARLSBAD,90Z,3,3,3,3
2022-05,CHULA VISTA,90C,16,16,16,16
2022-05,CHULA VISTA,90D,30,30,30,30
2022-05,CHULA VISTA,90G,1,1,1,1
2022-05,CHULA VISTA,90Z,25,25,25,25
2022-05,EL CAJON,90C,17,17,17,17
2022-05,EL CAJON,90D,8,8,8,8
2022-05,EL CAJON,90Z,21,20,20,20
2022-05,ESCONDIDO,90C,39,38,39,39
2022-05,ESCONDIDO,90D,49,49,49,49
2022-05,ESCONDIDO,90G,1,1,1,1
2022-05,ESCONDIDO,90Z,38,38,38,38
2022-05,HARBOR POLICE,90C,7,7,7,7
2022-05,HARBOR POLICE,90D,3,3,3,3
2022-05,HARBOR POLICE,90J,1,1,1,1
2022-05,HARBOR POLICE,90Z,4,4,4,4
2022-05,LA MESA,90B,1,1,1,1
2022-05,LA MESA,90C,9,9,9,9
2022-05,LA MESA,90D,7,7,7,7
2022-05,LA MESA,90Z,5,5,5,5
2022-05,NATIONAL CITY,90C,11,11,11,11
2022-05,NATIONAL CITY,90D,9,9,9,9
2022-05,NATIONAL CITY,90G,1,1,1,1
2022-05,NATIONAL CITY,90J,1,1,1,1
2022-05,NATIONAL CITY,90Z,5,5,5,5
2022-05,OCEANSIDE,90C,48,48,48,48
2022-05,OCEANSIDE,90D,29,29,29,29
2022-05,OCEANSIDE,90J,1,1,1,1
2022-05,OCEANSIDE,90Z,20,20,20,20
2022-05,SAN DIEGO,90B,34,30,34,34
2022-05,SAN DIEGO,90C,226,224,226,226
2022-05,SAN DIEGO,90D,112,111,112,112
2022-05,SAN DIEGO,90J,16,16,16,16
2022-05,SAN DIEGO,90Z,321,317,321,321
2022-05,SHERIFF,90B,2,2,2,2
2022-05,SHERIFF,90C,88,83,88,88
2022-05,SHERIFF,90D,86,86,86,86
2022-05,SHERIFF,90G,4,2,4,4
2022-05,SHERIFF,90J,8,6,8,8
2022-05,SHERIFF,90Z,211,211,211,211
2022-06,CARLSBAD,90C,25,25,25,25
2022-06,CARLSBAD,90D,29,29,29,29
2022-06,CARLSBAD,90J,3,2,3,3
2022-06,CARLSBAD,90Z,5,5,5,5
2022-06,CHULA VISTA,90B,2,1,2,2
2022-06,CHULA VISTA,90C,5,5,5,5
2022-06,CHULA VISTA,90D,27,27,27,27
2022-06,CHULA VISTA,90G,1,1,1,1
2022-06,CHULA VISTA,90J,2,2,2,2
2022-06,CHULA VISTA,90Z,25,22,25,25
2022-06,EL CAJON,90B,8,3,8,8
2022-06,EL CAJON,90C,26,26,26,26
2022-06,EL CAJON,90D,12,12,12,12
2022-06,EL CAJON,90Z,25,25,25,25
2022-06,ESCONDIDO,90C,49,48,49,49
2022-06,ESCONDIDO,90D,60,60,60,60
2022-06,ESCONDIDO,90G,3,1,3,3
2022-06,ESCONDIDO,90J,3,1,3,3
2022-06,ESCONDIDO,90Z,37,37,37,37
2022-06,HARBOR POLICE,90C,5,5,5,5
2022-06,HARBOR POLICE,90D,1,1,1,1
2022-06,HARBOR POLICE,90Z,4,4,4,4
2022-06,LA MESA,90B,1,1,1,1
2022-06,LA MESA,90C,19,19,19,19
2022-06,LA MESA,90D,8,8,8,8
2022-06,LA MESA,90Z,8,8,8,8
2022-06,NATIONAL CITY,90C,9,9,9,9
2022-06,NATIONAL CITY,90D,8,8,8,8
2022-06,NATIONAL CITY,90Z,2,2,2,2
2022-06,OCEANSIDE,90C,52,52,52,52
2022-06,OCEANSIDE,90D,24,24,24,24
2022-06,OCEANSIDE,90J,3,3,3,3
2022-06,OCEANSIDE,90Z,18,18,18,18
2022-06,SAN DIEGO,90B,16,3,16,16
2022-06,SAN DIEGO,90C,162,161,162,162
2022-06,SAN DIEGO,90D,108,108,108,108
2022-06,SAN DIEGO,90J,13,13,13,13
2022-06,SAN DIEGO,90Z,335,327,333,333
2022-06,SHERIFF,90C,105,104,105,105
2022-06,SHERIFF,90D,71,70,71,71
2022-06,SHERIFF,90G,7,2,7,7
2022-06,SHERIFF,90J,6,5,6,6
2022-06,SHERIFF,90Z,184,183,184,184
2022-07,CARLSBAD,90C,16,15,16,16
2022-07,CARLSBAD,90D,38,38,38,38
2022-07,CARLSBAD,90J,1,1,1,1
2022-07,CARLSBAD,90Z,6,6,6,6
2022-07,CHULA VISTA,90C,11,11,11,11
2022-07,CHULA VISTA,90D,27,26,27,27
2022-07,CHULA VISTA,90G,1,1,1,1
2022-07,CHULA VISTA,90J,1,1,1,1
2022-07,CHULA VISTA,90Z,30,30,30,30
2022-07,EL CAJON,90B,9,7,9,9
2022-07,EL CAJON,90C,19,19,19,19
2022-07,EL CAJON,90D,7,7,7,7
2022-07,EL CAJON,90Z,19,19,19,19
2022-07,ESCONDIDO,90C,44,44,44,44
2022-07,ESCONDIDO,90D,42,42,42,42
2022-07,ESCONDIDO,90J,1,1,1,1
2022-07,ESCONDIDO,90Z,38,38,38,38
2022-07,HARBOR POLICE,90C,15,15,15,15
2022-07,HARBOR POLICE,90D,3,3,3,3
2022-07,HARBOR POLICE,90J,2,2,2,2
2022-07,HARBOR POLICE,90Z,12,12,12,12
2022-07,LA MESA,90B,1,1,1,1
2022-07,LA MESA,90C,12,12,12,12
2022-07,LA MESA,90D,8,8,8,8
2022-07,LA MESA,90G,3,3,3,3
2022-07,LA MESA,90Z,8,8,8,8
2022-07,NATIONAL CITY,90C,18,18,18,18
2022-07,NATIONAL CITY,90D,10,10,10,10
2022-07,NATIONAL CITY,90Z,10,10,10,10
2022-07,OCEANSIDE,90B,7,4,7,7
2022-07,OCEANSIDE,90C,39,39,39,39
2022-07,OCEANSIDE,90D,30,30,30,30
2022-07,OCEANSIDE,90G,3,1,3,3
2022-07,OCEANSIDE,90J,4,3,4,4
2022-07,OCEANSIDE,90Z,27,27,27,27
2022-07,SAN DIEGO,90B,4,3,4,4
2022-07,SAN DIEGO,90C,209,205,209,209
2022-07,SAN DIEGO,90D,100,100,100,100
2022-07,SAN DIEGO,90G,1,1,1,1
2022-07,SAN DIEGO,90J,30,27,30,30
2022-07,SAN DIEGO,90Z,334,331,333,333
2022-07,SHERIFF,90C,123,118,122,122
2022-07,SHERIFF,90D,75,75,75,75
2022-07,SHERIFF,90G,1,1,1,1
2022-07,SHERIFF,90J,12,12,12,12
2022-07,SHERIFF,90Z,194,193,194,194
2022-08,CARLSBAD,90C,23,21,23,23
2022-08,CARLSBAD,90D,21,21,21,21
2022-08,CARLSBAD,90J,3,3,3,3
2022-08,CARLSBAD,90Z,7,7,7,7
2022-08,CHULA VISTA,90C,4,4,4,4
2022-08,CHULA VISTA,90D,24,24,24,24
2022-08,CHULA VISTA,90G,4,4,4,4
2022-08,CHULA VISTA,90J,1,1,1,1
2022-08,CHULA VISTA,90Z,28,28,28,28
2022-08,EL CAJON,90B,16,9,16,16
2022-08,EL CAJON,90C,37,37,37,37
2022-08,EL CAJON,90D,21,21,21,21
2022-08,EL CAJON,90J,4,3,4,4
2022-08,EL CAJON,90Z,32,32,32,32
2022-08,ESCONDIDO,90C,47,47,47,47
2022-08,ESCONDIDO,90D,46,46,46,46
2022-08,ESCONDIDO,90G,4,2,4,4
2022-08,ESCONDIDO,90J,4,4,4,4
2022-08,ESCONDIDO,90Z,55,55,55,55
2022-08,HARBOR POLICE,90C,12,12,12,12
2022-08,HARBOR POLICE,90D,3,3,3,3
2022-08,HARBOR POLICE,90G,1,1,1,1
2022-08,HARBOR POLICE,90J,2,2,2,2
2022-08,HARBOR POLICE,90Z,8,8,8,8
2022-08,LA MESA,90C,8,8,8,8
2022-08,LA MESA,90D,11,11,11,11
2022-08,LA MESA,90G,1,1,1,1
2022-08,LA MESA,90J,1,1,1,1
2022-08,LA MESA,90Z,8,8,8,8
2022-08,NATIONAL CITY,90C,10,9,10,10
2022-08,NATIONAL CITY,90D,12,12,12,12
2022-08,NATIONAL CITY,90Z,4,4,4,4
2022-08,OCEANSIDE,90B,3,2,3,3
2022-08,OCEANSIDE,90C,54,54,54,54
2022-08,OCEANSIDE,90D,38,38,38,38
2022-08,OCEANSIDE,90J,3,3,3,3
2022-08,OCEANSIDE,90Z,20,20,20,20
2022-08,SAN DIEGO,90B,11,11,11,11
2022-08,SAN DIEGO,90C,170,167,170,170
2022-08,SAN DIEGO,90D,103,103,103,103
2022-08,SAN DIEGO,90G,3,2,3,3
2022-08,SAN DIEGO,90J,18,16,18,18
2022-08,SAN DIEGO,90Z,342,337,341,341
2022-08,SHERIFF,90B,1,1,1,1
2022-08,SHERIFF,90C,95,93,95,95
2022-08,SHERIFF,90D,79,79,79,79
2022-08,SHERIFF,90J,12,10,12,12
2022-08,SHERIFF,90Z,240,237,240,240
2022-09,CARLSBAD,90C,17,17,17,17
2022-09,CARLSBAD,90D,18,18,18,18
2022-09,CARLSBAD,90G,2,1,2,2
2022-09,CARLSBAD,90J,4,3,4,4
2022-09,CARLSBAD,90Z,11,11,11,11
2022-09,CHULA VISTA,90C,13,12,13,13
2022-09,CHULA VISTA,90D,22,22,22,22
2022-09,CHULA VISTA,90G,27,13,25,25
2022-09,CHULA VISTA,90J,4,4,4,4
2022-09,CHULA VISTA,90Z,29,29,29,29
2022-09,EL CAJON,90B,11,4,11,11
2022-09,EL CAJON,90C,24,23,24,24
2022-09,EL CAJON,90D,23,23,23,23
2022-09,EL CAJON,90Z,27,26,27,27
2022-09,ESCONDIDO,90B,4,4,4,4
2022-09,ESCONDIDO,90C,63,61,63,63
2022-09,ESCONDIDO,90D,39,39,39,39
2022-09,ESCONDIDO,90J,1,1,1,1
2022-09,ESCONDIDO,90Z,46,46,46,46
2022-09,HARBOR POLICE,90C,12,12,12,12
2022-09,HARBOR POLICE,90J,2,2,2,2
2022-09,HARBOR POLICE,90Z,10,10,10,10
2022-09,LA MESA,90B,2,2,2,2
2022-09,LA MESA,90C,16,16,16,16
2022-09,LA MESA,90D,8,8,8,8
2022-09,LA MESA,90Z,7,7,7,7
2022-09,NATIONAL CITY,90C,13,13,13,13
2022-09,NATIONAL CITY,90D,16,16,16,16
2022-09,NATIONAL CITY,90J,1,1,1,1
2022-09,NATIONAL CITY,90Z,6,6,6,6
2022-09,OCEANSIDE,90B,1,1,1,1
2022-09,OCEANSIDE,90C,45,45,45,45
2022-09,OCEANSIDE,90D,23,23,23,23
2022-09,OCEANSIDE,90Z,21,21,21,21
2022-09,SAN DIEGO,90B,10,8,10,10
2022-09,SAN DIEGO,90C,185,182,185,185
2022-09,SAN DIEGO,90D,118,117,118,118
2022-09,SAN DIEGO,90J,19,17,19,19
2022-09,SAN DIEGO,90Z,311,309,310,310
2022-09,SHERIFF,90B,2,2,2,2
2022-09,SHERIFF,90C,106,102,106,106
2022-09,SHERIFF,90D,79,79,79,79
2022-09,SHERIFF,90G,7,3,6,6
2022-09,SHERIFF,90J,5,5,5,5
2022-09,SHERIFF,90Z,199,199,199,199
2022-10,CARLSBAD,90C,18,17,18,18
2022-10,CARLSBAD,90D,25,24,25,25
2022-10,CARLSBAD,90G,2,1,1,1
2022-10,CARLSBAD,90Z,5,5,5,5
2022-10,CHULA VISTA,90C,16,16,16,16
2022-10,CHULA VISTA,90D,23,23,23,23
2022-10,CHULA VISTA,90Z,26,26,26,26
2022-10,EL CAJON,90B,30,15,30,30
2022-10,EL CAJON,90C,28,28,28,28
2022-10,EL CAJON,90D,9,9,9,9
2022-10,EL CAJON,90Z,31,31,31,31
2022-10,ESCONDIDO,90B,1,1,1,1
2022-10,ESCONDIDO,90C,53,51,53,53
2022-10,ESCONDIDO,90D,54,54,54,54
2022-10,ESCONDIDO,90J,2,2,2,2
2022-10,ESCONDIDO,90Z,53,53,53,53
2022-10,HARBOR POLICE,90C,18,18,18,18
2022-10,HARBOR POLICE,90D,2,2,2,2
2022-10,HARBOR POLICE,90J,2,2,2,2
2022-10,HARBOR POLICE,90Z,5,5,5,5
2022-10,LA MESA,90C,12,12,12,12
2022-10,LA MESA,90D,7,7,7,7
2022-10,LA MESA,90J,2,2,2,2
2022-10,LA MESA,90Z,7,7,7,7
2022-10,NATIONAL CITY,90C,12,12,12,12
2022-10,NATIONAL CITY,90D,14,14,14,14
2022-10,NATIONAL CITY,90J,1,1,1,1
2022-10,NATIONAL CITY,90Z,7,6,7,7
2022-10,OCEANSIDE,90B,2,2,2,2
2022-10,OCEANSIDE,90C,34,34,34,34
2022-10,OCEANSIDE,90D,29,29,29,29
2022-10,OCEANSIDE,90J,1,1,1,1
2022-10,OCEANSIDE,90Z,14,14,14,14
2022-10,SAN DIEGO,90B,5,5,5,5
2022-10,SAN DIEGO,90C,203,202,203,203
2022-10,SAN DIEGO,90D,131,131,131,131
2022-10,SAN DIEGO,90J,15,15,15,15
2022-10,SAN DIEGO,90Z,287,280,286,286
2022-10,SHERIFF,90C,93,87,93,93
2022-10,SHERIFF,90D,85,85,85,85
2022-10,SHERIFF,90G,3,3,3,3
2022-10,SHERIFF,90J,13,12,13,13
2022-10,SHERIFF,90Z,245,245,245,245
2022-11,CARLSBAD,90C,15,15,15,15
2022-11,CARLSBAD,90D,31,31,31,31
2022-11,CARLSBAD,90G,3,2,3,3
2022-11,CARLSBAD,90J,1,1,1,1
2022-11,CARLSBAD,90Z,13,13,13,13
2022-11,CHULA VISTA,90C,10,10,10,10
2022-11,CHULA VISTA,90D,20,20,20,20
2022-11,CHULA VISTA,90G,5,1,3,3
2022-11,CHULA VISTA,90J,2,2,2,2
2022-11,CHULA VISTA,90Z,23,23,23,23
2022-11,EL CAJON,90B,36,17,36,36
2022-11,EL CAJON,90C,26,26,26,26
2022-11,EL CAJON,90D,9,9,9,9
2022-11,EL CAJON,90J,1,1,1,1
2022-11,EL CAJON,90Z,20,19,20,20
2022-11,ESCONDIDO,90C,51,51,51,51
2022-11,ESCONDIDO,90D,50,50,50,50
2022-11,ESCONDIDO,90Z,47,47,47,47
2022-11,HARBOR POLICE,90C,6,6,6,6
2022-11,HARBOR POLICE,90D,5,5,5,5
2022-11,HARBOR POLICE,90Z,7,7,7,7
2022-11,LA MESA,90B,1,1,1,1
2022-11,LA MESA,90C,8,8,8,8
2022-11,LA MESA,90D,11,11,11,11
2022-11,LA MESA,90J,3,3,3,3
2022-11,LA MESA,90Z,8,8,8,8
2022-11,NATIONAL CITY,90C,5,5,5,5
2022-11,NATIONAL CITY,90D,17,17,17,17
2022-11,NATIONAL CITY,90G,1,1,1,1
2022-11,NATIONAL CITY,90Z,5,5,5,5
2022-11,OCEANSIDE,90B,1,1,1,1
2022-11,OCEANSIDE,90C,41,41,41,41
2022-11,OCEANSIDE,90D,37,37,37,37
2022-11,OCEANSIDE,90J,3,3,3,3
2022-11,OCEANSIDE,90Z,8,8,8,8
2022-11,SAN DIEGO,90B,10,9,10,10
2022-11,SAN DIEGO,90C,167,164,167,167
2022-11,SAN DIEGO,90D,101,101,101,101
2022-11,SAN DIEGO,90G,5,2,4,4
2022-11,SAN DIEGO,90J,16,16,16,16
2022-11,SAN DIEGO,90Z,275,273,274,274
2022-11,SHERIFF,90B,2,2,2,2
2022-11,SHERIFF,90C,99,98,99,99
2022-11,SHERIFF,90D,77,77,77,77
2022-11,SHERIFF,90G,2,2,2,2
2022-11,SHERIFF,90J,7,7,7,7
2022-11,SHERIFF,90Z,210,209,209,209
2022-12,CARLSBAD,90C,14,14,14,14
2022-12,CARLSBAD,90D,32,32,32,32
2022-12,CARLSBAD,90G,4,2,4,4
2022-12,CARLSBAD,90J,1,1,1,1
2022-12,CARLSBAD,90Z,12,12,12,12
2022-12,CHULA VISTA,90C,14,14,14,14
2022-12,CHULA VISTA,90D,37,37,37,37
2022-12,CHULA VISTA,90J,2,2,2,2
2022-12,CHULA VISTA,90Z,19,19,19,19
2022-12,EL CAJON,90B,12,5,12,12
2022-12,EL CAJON,90C,30,30,30,30
2022-12,EL CAJON,90D,16,16,16,16
2022-12,EL CAJON,90Z,21,21,21,21
2022-12,ESCONDIDO,90B,2,2,2,2
2022-12,ESCONDIDO,90C,51,50,51,51
2022-12,ESCONDIDO,90D,33,33,33,33
2022-12,ESCONDIDO,90J,1,1,1,1
2022-12,ESCONDIDO,90Z,33,33,33,33
2022-12,HARBOR POLICE,90C,8,8,8,8
2022-12,HARBOR POLICE,90D,10,10,10,10
2022-12,HARBOR POLICE,90J,3,3,3,3
2022-12,HARBOR POLICE,90Z,6,6,6,6
2022-12,LA MESA,90C,18,17,18,18
2022-12,LA MESA,90D,14,14,14,14
2022-12,LA MESA,90J,1,1,1,1
2022-12,LA MESA,90Z,12,12,12,12
2022-12,NATIONAL CITY,90C,7,7,7,7
2022-12,NATIONAL CITY,90D,21,21,21,21
2022-12,NATIONAL CITY,90Z,4,4,4,4
2022-12,OCEANSIDE,90C,30,30,30,30
2022-12,OCEANSIDE,90D,36,36,36,36
2022-12,OCEANSIDE,90J,1,1,1,1
2022-12,OCEANSIDE,90Z,20,19,20,20
2022-12,SAN DIEGO,90B,7,7,7,7
2022-12,SAN DIEGO,90C,160,159,160,160
2022-12,SAN DIEGO,90D,115,115,115,115
2022-12,SAN DIEGO,90G,2,2,2,2
2022-12,SAN DIEGO,90J,23,20,23,23
2022-12,SAN DIEGO,90Z,251,249,250,250
2022-12,SHERIFF,90B,1,1,1,1
2022-12,SHERIFF,90C,94,93,94,94
2022-12,SHERIFF,90D,98,98,98,98
2022-12,SHERIFF,90G,6,2,6,6
2022-12,SHERIFF,90J,5,5,5,5
2022-12,SHERIFF,90Z,214,212,214,214
2023-01,CARLSBAD,90C,16,14,16,16
2023-01,CARLSBAD,90D,21,21,21,21
2023-01,CARLSBAD,90J,2,1,2,2
2023-01,CARLSBAD,90Z,8,8,8,8
2023-01,CHULA VISTA,90C,11,11,11,11
2023-01,CHULA VISTA,90D,39,39,39,39
2023-01,CHULA VISTA,90J,2,1,2,2
2023-01,CHULA VISTA,90Z,32,32,32,32
2023-01,EL CAJON,90B,4,1,4,4
2023-01,EL CAJON,90C,19,19,19,19
2023-01,EL CAJON,90D,10,10,10,10
2023-01,EL CAJON,90J,2,2,2,2
2023-01,EL CAJON,90Z,32,30,32,32
2023-01,ESCONDIDO,90B,3,2,3,3
2023-01,ESCONDIDO,90C,55,55,55,55
2023-01,ESCONDIDO,90D,40,40,40,40
2023-01,ESCONDIDO,90J,1,1,1,1
2023-01,ESCONDIDO,90Z,31,31,31,31
2023-01,HARBOR POLICE,90C,13,13,13,13
2023-01,HARBOR POLICE,90D,3,3,3,3
2023-01,HARBOR POLICE,90J,3,3,3,3
2023-01,HARBOR POLICE,90Z,11,11,11,11
2023-01,LA MESA,90B,2,2,2,2
2023-01,LA MESA,90C,17,16,17,17
2023-01,LA MESA,90D,9,9,9,9
2023-01,LA MESA,90Z,11,11,11,11
2023-01,NATIONAL CITY,90C,5,5,5,5
2023-01,NATIONAL CITY,90D,12,12,12,12
2023-01,NATIONAL CITY,90Z,10,10,10,10
2023-01,OCEANSIDE,90C,28,28,28,28
2023-01,OCEANSIDE,90D,33,33,33,33
2023-01,OCEANSIDE,90J,4,4,4,4
2023-01,OCEANSIDE,90Z,11,11,11,11
2023-01,SAN DIEGO,90B,18,17,18,18
2023-01,SAN DIEGO,90C,172,169,172,172
2023-01,SAN DIEGO,90D,118,118,118,118
2023-01,SAN DIEGO,90J,21,20,21,21
2023-01,SAN DIEGO,90Z,292,283,290,290
2023-01,SHERIFF,90B,6,4,6,6
2023-01,SHERIFF,90C,65,64,65,65
2023-01,SHERIFF,90D,76,76,76,76
2023-01,SHERIFF,90F,1,1,1,1
2023-01,SHERIFF,90G,3,3,3,3
2023-01,SHERIFF,90J,10,8,10,10
2023-01,SHERIFF,90Z,229,227,228,228
2023-02,CARLSBAD,90C,11,11,11,11
2023-02,CARLSBAD,90D,20,20,20,20
2023-02,CARLSBAD,90J,6,3,6,6
2023-02,CARLSBAD,90Z,14,13,14,14
2023-02,CHULA VISTA,90C,7,7,7,7
2023-02,CHULA VISTA,90D,32,32,32,32
2023-02,CHULA VISTA,90G,6,3,6,6
2023-02,CHULA VISTA,90J,3,3,3,3
2023-02,CHULA VISTA,90Z,21,21,21,21
2023-02,EL CAJON,90B,3,3,3,3
2023-02,EL CAJON,90C,13,13,13,13
2023-02,EL CAJON,90D,8,8,8,8
2023-02,EL CAJON,90Z,23,23,23,23
2023-02,ESCONDIDO,90C,46,45,46,46
2023-02,ESCONDIDO,90D,38,38,38,38
2023-02,ESCONDIDO,90G,3,3,3,3
2023-02,ESCONDIDO,90J,5,5,5,5
2023-02,ESCONDIDO,90Z,45,45,45,45
2023-02,HARBOR POLICE,90C,12,12,12,12
2023-02,HARBOR POLICE,90D,3,3,3,3
2023-02,HARBOR POLICE,90J,1,1,1,1
2023-02,HARBOR POLICE,90Z,8,8,8,8
2023-02,LA MESA,90B,2,1,2,2
2023-02,LA MESA,90C,22,22,22,22
2023-02,LA MESA,90D,17,17,17,17
2023-02,LA MESA,90J,2,2,2,2
2023-02,LA MESA,90Z,11,11,11,11
