date,agency,domestic_violence_incident,source_rows,distinct_incidents,distinct_offense_ids,distinct_arrest_numbers
2026-04-03,EL CAJON,,3,3,3,3
2026-04-03,ESCONDIDO,,5,5,5,5
2026-04-03,LA MESA,,2,2,2,2
2026-04-03,NATIONAL CITY,,1,1,1,1
2026-04-03,OCEANSIDE,,6,6,6,6
2026-04-03,SAN DIEGO,,21,21,21,21
2026-04-03,SHERIFF,,15,14,15,15
2026-04-04,CARLSBAD,,1,1,1,1
2026-04-04,CHULA VISTA,,5,5,5,5
2026-04-04,EL CAJON,,2,2,2,2
2026-04-04,ESCONDIDO,,11,11,11,11
2026-04-04,HARBOR POLICE,,3,3,3,3
2026-04-04,LA MESA,,4,4,4,4
2026-04-04,OCEANSIDE,,5,5,5,5
2026-04-04,SAN DIEGO,,28,28,28,28
2026-04-04,SHERIFF,,14,14,14,14
2026-04-05,CARLSBAD,,3,3,3,3
2026-04-05,CHULA VISTA,,2,2,2,2
2026-04-05,ESCONDIDO,,4,4,4,4
2026-04-05,LA MESA,,2,2,2,2
2026-04-05,NATIONAL CITY,,2,2,2,2
2026-04-05,OCEANSIDE,,4,4,4,4
2026-04-05,SAN DIEGO,,21,21,21,21
2026-04-05,SHERIFF,,10,10,10,10
2026-04-06,CHULA VISTA,,2,2,2,2
2026-04-06,EL CAJON,,2,2,2,2
2026-04-06,ESCONDIDO,,3,3,3,3
2026-04-06,HARBOR POLICE,,2,2,2,2
2026-04-06,LA MESA,,3,3,3,3
2026-04-06,OCEANSIDE,,1,1,1,1
2026-04-06,SAN DIEGO,,13,13,13,13
2026-04-06,SHERIFF,,15,15,15,15
2026-04-07,CHULA VISTA,,1,1,1,1
2026-04-07,EL CAJON,,1,1,1,1
2026-04-07,ESCONDIDO,,4,4,4,4
2026-04-07,LA MESA,,4,4,4,4
2026-04-07,OCEANSIDE,,2,2,2,2
2026-04-07,SAN DIEGO,,16,16,16,16
2026-04-07,SHERIFF,,11,11,11,11
2026-04-08,CARLSBAD,,3,3,3,3
2026-04-08,CHULA VISTA,,4,4,4,4
2026-04-08,EL CAJON,,5,5,5,5
2026-04-08,ESCONDIDO,,2,2,2,2
2026-04-08,LA MESA,,3,3,3,3
2026-04-08,OCEANSIDE,,3,3,3,3
2026-04-08,SAN DIEGO,,18,18,18,18
2026-04-08,SHERIFF,,18,18,18,18
2026-04-09,CARLSBAD,,1,1,1,1
2026-04-09,CHULA VISTA,,1,1,1,1
2026-04-09,EL CAJON,,3,3,3,3
2026-04-09,ESCONDIDO,,4,4,4,4
2026-04-09,HARBOR POLICE,,2,2,2,2
2026-04-09,LA MESA,,1,1,1,1
2026-04-09,NATIONAL CITY,,1,1,1,1
2026-04-09,OCEANSIDE,,4,4,4,4
2026-04-09,SAN DIEGO,,9,9,9,9
2026-04-09,SHERIFF,,14,14,14,14
2026-04-10,CARLSBAD,,1,1,1,1
2026-04-10,CHULA VISTA,,4,4,4,4
2026-04-10,EL CAJON,,4,4,4,4
2026-04-10,ESCONDIDO,,7,7,7,7
2026-04-10,HARBOR POLICE,,3,3,3,3
2026-04-10,LA MESA,,6,6,6,6
2026-04-10,NATIONAL CITY,,1,1,1,1
2026-04-10,OCEANSIDE,,4,4,4,4
2026-04-10,SAN DIEGO,,23,22,22,22
2026-04-10,SHERIFF,,11,11,11,11
2026-04-11,CARLSBAD,,2,2,2,2
2026-04-11,CHULA VISTA,,7,7,7,7
2026-04-11,ESCONDIDO,,2,2,2,2
2026-04-11,HARBOR POLICE,,1,1,1,1
2026-04-11,LA MESA,,5,5,5,5
2026-04-11,NATIONAL CITY,,2,2,2,2
2026-04-11,OCEANSIDE,,5,5,5,5
2026-04-11,SAN DIEGO,,22,22,22,22
2026-04-11,SHERIFF,,15,15,15,15
2026-04-12,CARLSBAD,,1,1,1,1
2026-04-12,CHULA VISTA,,2,2,2,2
2026-04-12,EL CAJON,,3,3,3,3
2026-04-12,ESCONDIDO,,3,3,3,3
2026-04-12,NATIONAL CITY,,4,4,4,4
2026-04-12,OCEANSIDE,,2,2,2,2
2026-04-12,SAN DIEGO,,19,16,19,19
2026-04-12,SHERIFF,,12,12,12,12
2026-04-13,CHULA VISTA,,2,2,2,2
2026-04-13,EL CAJON,,1,1,1,1
2026-04-13,ESCONDIDO,,5,5,5,5
2026-04-13,LA MESA,,1,1,1,1
2026-04-13,NATIONAL CITY,,2,2,2,2
2026-04-13,OCEANSIDE,,1,1,1,1
2026-04-13,SAN DIEGO,,15,15,15,15
2026-04-13,SHERIFF,,11,11,11,11
2026-04-14,CARLSBAD,,3,3,3,3
2026-04-14,CHULA VISTA,,1,1,1,1
2026-04-14,EL CAJON,,2,2,2,2
2026-04-14,ESCONDIDO,,6,6,6,6
2026-04-14,HARBOR POLICE,,2,2,2,2
2026-04-14,OCEANSIDE,,3,3,3,3
2026-04-14,SAN DIEGO,,11,11,11,11
2026-04-14,SHERIFF,,8,8,8,8
2026-04-15,CARLSBAD,,2,2,2,2
2026-04-15,CHULA VISTA,,2,2,2,2
2026-04-15,EL CAJON,,3,3,3,3
2026-04-15,ESCONDIDO,,10,6,10,10
2026-04-15,HARBOR POLICE,,1,1,1,1
2026-04-15,LA MESA,,2,2,2,2
2026-04-15,NATIONAL CITY,,2,1,2,2
2026-04-15,OCEANSIDE,,3,3,3,3
2026-04-15,SAN DIEGO,,23,23,23,23
2026-04-15,SHERIFF,,11,11,11,11
2026-04-16,CARLSBAD,,2,2,2,2
2026-04-16,CHULA VISTA,,1,1,1,1
2026-04-16,EL CAJON,,3,2,3,3
2026-04-16,ESCONDIDO,,4,4,4,4
2026-04-16,HARBOR POLICE,,2,2,2,2
2026-04-16,LA MESA,,1,1,1,1
2026-04-16,OCEANSIDE,,4,4,4,4
2026-04-16,SAN DIEGO,,30,30,30,30
2026-04-16,SHERIFF,,14,14,14,14
2026-04-17,CARLSBAD,,4,4,4,4
2026-04-17,CHULA VISTA,,2,2,2,2
2026-04-17,EL CAJON,,2,2,2,2
2026-04-17,ESCONDIDO,,4,4,4,4
2026-04-17,LA MESA,,2,2,2,2
2026-04-17,NATIONAL CITY,,1,1,1,1
2026-04-17,OCEANSIDE,,4,4,4,4
2026-04-17,SAN DIEGO,,32,30,31,31
2026-04-17,SHERIFF,,12,12,12,12
2026-04-18,CARLSBAD,,3,3,3,3
2026-04-18,CHULA VISTA,,6,6,6,6
2026-04-18,EL CAJON,,1,1,1,1
2026-04-18,ESCONDIDO,,5,5,5,5
2026-04-18,HARBOR POLICE,,2,2,2,2
2026-04-18,LA MESA,,4,4,4,4
2026-04-18,NATIONAL CITY,,2,2,2,2
2026-04-18,OCEANSIDE,,2,2,2,2
2026-04-18,SAN DIEGO,,20,20,20,20
2026-04-18,SHERIFF,,18,17,18,18
2026-04-19,CARLSBAD,,3,3,3,3
2026-04-19,CHULA VISTA,,5,5,5,5
2026-04-19,EL CAJON,,1,1,1,1
2026-04-19,ESCONDIDO,,8,8,8,8
2026-04-19,HARBOR POLICE,,7,7,7,7
2026-04-19,LA MESA,,5,5,5,5
2026-04-19,NATIONAL CITY,,4,3,4,4
2026-04-19,OCEANSIDE,,2,2,2,2
2026-04-19,SAN DIEGO,,20,19,20,20
2026-04-19,SHERIFF,,10,10,10,10
2026-04-20,CARLSBAD,,1,1,1,1
2026-04-20,CHULA VISTA,,1,1,1,1
2026-04-20,EL CAJON,,8,8,8,8
2026-04-20,ESCONDIDO,,4,4,4,4
2026-04-20,HARBOR POLICE,,1,1,1,1
2026-04-20,LA MESA,,1,1,1,1
2026-04-20,NATIONAL CITY,,2,2,2,2
2026-04-20,OCEANSIDE,,10,10,10,10
2026-04-20,SAN DIEGO,,15,15,15,15
2026-04-20,SHERIFF,,15,15,15,15
2026-04-21,CARLSBAD,,1,1,1,1
2026-04-21,CHULA VISTA,,1,1,1,1
2026-04-21,EL CAJON,,3,2,3,3
2026-04-21,ESCONDIDO,,8,8,8,8
2026-04-21,LA MESA,,1,1,1,1
2026-04-21,OCEANSIDE,,5,5,5,5
2026-04-21,SAN DIEGO,,17,17,17,17
2026-04-21,SHERIFF,,10,10,10,10
2026-04-22,CARLSBAD,,1,1,1,1
2026-04-22,CHULA VISTA,,4,4,4,4
2026-04-22,EL CAJON,,1,1,1,1
2026-04-22,ESCONDIDO,,5,5,5,5
2026-04-22,HARBOR POLICE,,2,2,2,2
2026-04-22,LA MESA,,2,2,2,2
2026-04-22,NATIONAL CITY,,2,2,2,2
2026-04-22,OCEANSIDE,,2,2,2,2
2026-04-22,SAN DIEGO,,18,18,18,18
2026-04-22,SHERIFF,,19,18,19,19
2026-04-23,CARLSBAD,,2,2,2,2
2026-04-23,CHULA VISTA,,1,1,1,1
2026-04-23,EL CAJON,,5,3,5,5
2026-04-23,ESCONDIDO,,2,2,2,2
2026-04-23,HARBOR POLICE,,1,1,1,1
2026-04-23,LA MESA,,1,1,1,1
2026-04-23,NATIONAL CITY,,1,1,1,1
2026-04-23,OCEANSIDE,,6,6,6,6
2026-04-23,SAN DIEGO,,24,24,24,24
2026-04-23,SHERIFF,,17,17,17,17
2026-04-24,CARLSBAD,,4,4,4,4
2026-04-24,CHULA VISTA,,4,4,4,4
2026-04-24,EL CAJON,,1,1,1,1
2026-04-24,ESCONDIDO,,5,5,5,5
2026-04-24,HARBOR POLICE,,2,2,2,2
2026-04-24,LA MESA,,5,5,5,5
2026-04-24,NATIONAL CITY,,4,4,4,4
2026-04-24,OCEANSIDE,,5,5,5,5
2026-04-24,SAN DIEGO,,17,17,17,17
2026-04-24,SHERIFF,,19,19,19,19
2026-04-25,CARLSBAD,,4,4,4,4
2026-04-25,CHULA VISTA,,7,7,7,7
2026-04-25,EL CAJON,,3,2,3,3
2026-04-25,ESCONDIDO,,7,7,7,7
2026-04-25,LA MESA,,2,2,2,2
2026-04-25,NATIONAL CITY,,1,1,1,1
2026-04-25,OCEANSIDE,,2,2,2,2
2026-04-25,SAN DIEGO,,17,17,17,17
2026-04-25,SHERIFF,,16,16,16,16
2026-04-26,CHULA VISTA,,5,5,5,5
2026-04-26,EL CAJON,,2,2,2,2
2026-04-26,ESCONDIDO,,2,2,2,2
2026-04-26,HARBOR POLICE,,2,2,2,2
2026-04-26,LA MESA,,2,2,2,2
2026-04-26,NATIONAL CITY,,3,3,3,3
2026-04-26,OCEANSIDE,,2,2,2,2
2026-04-26,SAN DIEGO,,24,24,24,24
2026-04-26,SHERIFF,,12,11,12,12
2026-04-27,CARLSBAD,,1,1,1,1
2026-04-27,CHULA VISTA,,5,5,5,5
2026-04-27,EL CAJON,,8,6,8,8
2026-04-27,ESCONDIDO,,4,4,4,4
2026-04-27,HARBOR POLICE,,2,2,2,2
2026-04-27,LA MESA,,4,4,4,4
2026-04-27,NATIONAL CITY,,1,1,1,1
2026-04-27,OCEANSIDE,,6,6,6,6
2026-04-27,SAN DIEGO,,19,19,19,19
2026-04-27,SHERIFF,,11,11,11,11
2026-04-28,CARLSBAD,,1,1,1,1
2026-04-28,CHULA VISTA,,3,3,3,3
2026-04-28,EL CAJON,,6,5,6,6
2026-04-28,ESCONDIDO,,2,2,2,2
2026-04-28,HARBOR POLICE,,2,2,2,2
2026-04-28,LA MESA,,7,6,7,7
2026-04-28,OCEANSIDE,,3,3,3,3
2026-04-28,SAN DIEGO,,23,23,23,23
2026-04-28,SHERIFF,,14,14,14,14
2026-04-29,CARLSBAD,,1,1,1,1
2026-04-29,CHULA VISTA,,5,5,5,5
2026-04-29,EL CAJON,,2,2,2,2
2026-04-29,ESCONDIDO,,10,10,10,10
2026-04-29,NATIONAL CITY,,2,2,2,2
2026-04-29,OCEANSIDE,,4,4,4,4
2026-04-29,SAN DIEGO,,20,20,20,20
2026-04-29,SHERIFF,,13,13,13,13
2026-04-30,CARLSBAD,,2,2,2,2
2026-04-30,CHULA VISTA,,4,4,4,4
2026-04-30,EL CAJON,,3,3,3,3
2026-04-30,ESCONDIDO,,3,3,3,3
2026-04-30,HARBOR POLICE,,1,1,1,1
2026-04-30,LA MESA,,2,2,2,2
2026-04-30,NATIONAL CITY,,1,1,1,1
2026-04-30,OCEANSIDE,,6,6,6,6
2026-04-30,SAN DIEGO,,27,27,27,27
2026-04-30,SHERIFF,,11,11,11,11
2026-05-01,CARLSBAD,,4,4,4,4
2026-05-01,CHULA VISTA,,4,4,4,4
2026-05-01,EL CAJON,,1,1,1,1
2026-05-01,ESCONDIDO,,5,5,5,5
2026-05-01,HARBOR POLICE,,1,1,1,1
2026-05-01,LA MESA,,1,1,1,1
2026-05-01,NATIONAL CITY,,1,1,1,1
2026-05-01,OCEANSIDE,,2,2,2,2
2026-05-01,SAN DIEGO,,16,16,16,16
2026-05-01,SHERIFF,,16,16,16,16
2026-05-02,CARLSBAD,,3,3,3,3
2026-05-02,CHULA VISTA,,3,3,3,3
2026-05-02,EL CAJON,,1,1,1,1
2026-05-02,ESCONDIDO,,4,3,4,4
2026-05-02,HARBOR POLICE,,3,3,3,3
2026-05-02,LA MESA,,2,2,2,2
2026-05-02,OCEANSIDE,,2,2,2,2
2026-05-02,SAN DIEGO,,23,23,23,23
2026-05-02,SHERIFF,,15,15,15,15
2026-05-03,CARLSBAD,,6,6,6,6
2026-05-03,CHULA VISTA,,4,4,4,4
2026-05-03,EL CAJON,,2,2,2,2
2026-05-03,ESCONDIDO,,2,2,2,2
2026-05-03,LA MESA,,1,1,1,1
2026-05-03,NATIONAL CITY,,5,5,5,5
2026-05-03,OCEANSIDE,,2,2,2,2
2026-05-03,SAN DIEGO,,15,15,15,15
2026-05-03,SHERIFF,,7,7,7,7
2026-05-04,CARLSBAD,,2,2,2,2
2026-05-04,CHULA VISTA,,4,4,4,4
2026-05-04,EL CAJON,,5,4,5,5
2026-05-04,ESCONDIDO,,3,3,3,3
2026-05-04,HARBOR POLICE,,4,4,4,4
2026-05-04,LA MESA,,2,2,2,2
2026-05-04,NATIONAL CITY,,2,2,2,2
2026-05-04,OCEANSIDE,,3,3,3,3
2026-05-04,SAN DIEGO,,11,11,11,11
2026-05-04,SHERIFF,,20,19,20,20
2026-05-05,CHULA VISTA,,3,3,3,3
2026-05-05,EL CAJON,,2,2,2,2
2026-05-05,ESCONDIDO,,5,5,5,5
2026-05-05,HARBOR POLICE,,1,1,1,1
2026-05-05,LA MESA,,1,1,1,1
2026-05-05,NATIONAL CITY,,3,3,3,3
2026-05-05,OCEANSIDE,,4,4,4,4
2026-05-05,SAN DIEGO,,15,15,15,15
2026-05-05,SHERIFF,,19,19,19,19
2026-05-06,CARLSBAD,,3,3,3,3
2026-05-06,CHULA VISTA,,3,3,3,3
2026-05-06,EL CAJON,,1,1,1,1
2026-05-06,ESCONDIDO,,2,2,2,2
2026-05-06,HARBOR POLICE,,2,2,2,2
2026-05-06,NATIONAL CITY,,1,1,1,1
2026-05-06,OCEANSIDE,,6,6,6,6
2026-05-06,SAN DIEGO,,16,16,16,16
2026-05-06,SHERIFF,,16,16,16,16
2026-05-07,CARLSBAD,,3,3,3,3
2026-05-07,CHULA VISTA,,3,3,3,3
2026-05-07,EL CAJON,,2,2,2,2
2026-05-07,ESCONDIDO,,5,5,5,5
2026-05-07,LA MESA,,1,1,1,1
2026-05-07,NATIONAL CITY,,2,2,2,2
2026-05-07,OCEANSIDE,,2,2,2,2
2026-05-07,SAN DIEGO,,23,20,22,22
2026-05-07,SHERIFF,,17,17,17,17
2026-05-08,CARLSBAD,,4,4,4,4
2026-05-08,CHULA VISTA,,8,8,8,8
2026-05-08,EL CAJON,,5,5,5,5
2026-05-08,ESCONDIDO,,6,6,6,6
2026-05-08,HARBOR POLICE,,2,2,2,2
2026-05-08,LA MESA,,3,3,3,3
2026-05-08,NATIONAL CITY,,4,4,4,4
2026-05-08,OCEANSIDE,,3,3,3,3
2026-05-08,SAN DIEGO,,20,20,20,20
2026-05-08,SHERIFF,,15,15,15,15
2026-05-09,CARLSBAD,,4,4,4,4
2026-05-09,CHULA VISTA,,6,6,6,6
2026-05-09,ESCONDIDO,,4,4,4,4
2026-05-09,LA MESA,,6,6,6,6
2026-05-09,OCEANSIDE,,4,4,4,4
2026-05-09,SAN DIEGO,,30,30,30,30
2026-05-09,SHERIFF,,16,16,16,16
2026-05-10,CARLSBAD,,4,4,4,4
2026-05-10,CHULA VISTA,,4,4,4,4
2026-05-10,EL CAJON,,1,1,1,1
2026-05-10,ESCONDIDO,,4,4,4,4
2026-05-10,HARBOR POLICE,,2,2,2,2
2026-05-10,LA MESA,,3,3,3,3
2026-05-10,NATIONAL CITY,,2,2,2,2
2026-05-10,OCEANSIDE,,3,3,3,3
2026-05-10,SAN DIEGO,,25,25,25,25
2026-05-10,SHERIFF,,9,9,9,9
2026-05-11,CARLSBAD,,3,3,3,3
2026-05-11,CHULA VISTA,,1,1,1,1
2026-05-11,EL CAJON,,1,1,1,1
2026-05-11,ESCONDIDO,,1,1,1,1
2026-05-11,HARBOR POLICE,,1,1,1,1
2026-05-11,LA MESA,,1,1,1,1
2026-05-11,NATIONAL CITY,,1,1,1,1
2026-05-11,OCEANSIDE,,3,3,3,3
2026-05-11,SAN DIEGO,,18,18,18,18
2026-05-11,SHERIFF,,14,14,14,14
2026-05-12,CHULA VISTA,,3,3,3,3
2026-05-12,EL CAJON,,4,4,4,4
2026-05-12,ESCONDIDO,,7,7,7,7
2026-05-12,HARBOR POLICE,,2,2,2,2
2026-05-12,OCEANSIDE,,6,6,6,6
2026-05-12,SAN DIEGO,,27,27,27,27
2026-05-12,SHERIFF,,10,10,10,10
2026-05-13,CARLSBAD,,2,2,2,2
2026-05-13,CHULA VISTA,,2,2,2,2
2026-05-13,EL CAJON,,1,1,1,1
2026-05-13,ESCONDIDO,,7,7,7,7
2026-05-13,HARBOR POLICE,,2,2,2,2
2026-05-13,LA MESA,,1,1,1,1
2026-05-13,NATIONAL CITY,,2,2,2,2
2026-05-13,OCEANSIDE,,4,4,4,4
2026-05-13,SAN DIEGO,,19,18,18,18
2026-05-13,SHERIFF,,12,12,12,12
2026-05-14,CARLSBAD,,2,2,2,2
2026-05-14,CHULA VISTA,,3,3,3,3
2026-05-14,EL CAJON,,4,4,4,4
2026-05-14,ESCONDIDO,,5,5,5,5
2026-05-14,HARBOR POLICE,,2,1,2,2
2026-05-14,NATIONAL CITY,,1,1,1,1
2026-05-14,OCEANSIDE,,1,1,1,1
2026-05-14,SAN DIEGO,,14,14,14,14
2026-05-14,SHERIFF,,15,13,15,15
2026-05-15,CARLSBAD,,3,3,3,3
2026-05-15,CHULA VISTA,,3,3,3,3
2026-05-15,EL CAJON,,4,4,4,4
2026-05-15,ESCONDIDO,,5,5,5,5
2026-05-15,HARBOR POLICE,,2,2,2,2
2026-05-15,LA MESA,,2,2,2,2
2026-05-15,NATIONAL CITY,,1,1,1,1
2026-05-15,OCEANSIDE,,3,3,3,3
2026-05-15,SAN DIEGO,,36,34,35,35
2026-05-15,SHERIFF,,7,7,7,7
2026-05-16,CARLSBAD,,7,7,7,7
2026-05-16,CHULA VISTA,,6,6,6,6
2026-05-16,EL CAJON,,1,1,1,1
2026-05-16,ESCONDIDO,,6,6,6,6
2026-05-16,LA MESA,,3,3,3,3
2026-05-16,NATIONAL CITY,,1,1,1,1
2026-05-16,OCEANSIDE,,5,5,5,5
2026-05-16,SAN DIEGO,,28,28,28,28
2026-05-16,SHERIFF,,14,14,14,14
2026-05-17,CARLSBAD,,1,1,1,1
2026-05-17,CHULA VISTA,,4,4,4,4
2026-05-17,EL CAJON,,4,4,4,4
2026-05-17,ESCONDIDO,,3,3,3,3
2026-05-17,LA MESA,,1,1,1,1
2026-05-17,NATIONAL CITY,,3,3,3,3
2026-05-17,OCEANSIDE,,2,2,2,2
2026-05-17,SAN DIEGO,,23,23,23,23
2026-05-17,SHERIFF,,12,12,12,12
2026-05-18,CHULA VISTA,,5,5,5,5
2026-05-18,EL CAJON,,1,1,1,1
2026-05-18,ESCONDIDO,,4,4,4,4
2026-05-18,OCEANSIDE,,6,6,6,6
2026-05-18,SAN DIEGO,,19,19,19,19
2026-05-18,SHERIFF,,11,11,11,11
2026-05-19,CHULA VISTA,,1,1,1,1
2026-05-19,EL CAJON,,6,5,6,6
2026-05-19,ESCONDIDO,,5,5,5,5
2026-05-19,HARBOR POLICE,,1,1,1,1
2026-05-19,NATIONAL CITY,,1,1,1,1
2026-05-19,OCEANSIDE,,1,1,1,1
2026-05-19,SAN DIEGO,,14,14,14,14
2026-05-19,SHERIFF,,10,9,10,10
2026-05-20,CARLSBAD,,3,2,3,3
2026-05-20,CHULA VISTA,,4,4,4,4
2026-05-20,EL CAJON,,1,1,1,1
2026-05-20,ESCONDIDO,,4,4,4,4
2026-05-20,LA MESA,,1,1,1,1
2026-05-20,NATIONAL CITY,,2,2,2,2
2026-05-20,OCEANSIDE,,3,3,3,3
2026-05-20,SAN DIEGO,,20,20,20,20
2026-05-20,SHERIFF,,17,17,17,17
2026-05-21,CARLSBAD,,2,2,2,2
2026-05-21,CHULA VISTA,,4,3,4,4
2026-05-21,ESCONDIDO,,3,3,3,3
2026-05-21,HARBOR POLICE,,3,3,3,3
2026-05-21,NATIONAL CITY,,1,1,1,1
2026-05-21,OCEANSIDE,,3,3,3,3
2026-05-21,SAN DIEGO,,13,13,13,13
2026-05-21,SHERIFF,,13,13,13,13
2026-05-22,CARLSBAD,,1,1,1,1
2026-05-22,CHULA VISTA,,3,3,3,3
2026-05-22,EL CAJON,,2,2,2,2
2026-05-22,ESCONDIDO,,6,6,6,6
2026-05-22,HARBOR POLICE,,1,1,1,1
2026-05-22,LA MESA,,2,2,2,2
2026-05-22,NATIONAL CITY,,4,3,4,4
2026-05-22,OCEANSIDE,,5,5,5,5
2026-05-22,SAN DIEGO,,23,23,23,23
2026-05-22,SHERIFF,,12,12,12,12
2026-05-23,CARLSBAD,,3,3,3,3
2026-05-23,CHULA VISTA,,3,3,3,3
2026-05-23,EL CAJON,,2,2,2,2
2026-05-23,ESCONDIDO,,6,6,6,6
2026-05-23,HARBOR POLICE,,4,4,4,4
2026-05-23,LA MESA,,2,2,2,2
2026-05-23,NATIONAL CITY,,1,1,1,1
2026-05-23,OCEANSIDE,,4,4,4,4
2026-05-23,SAN DIEGO,,36,36,36,36
2026-05-23,SHERIFF,,14,14,14,14
2026-05-24,CARLSBAD,,1,1,1,1
2026-05-24,CHULA VISTA,,5,5,5,5
2026-05-24,ESCONDIDO,,5,5,5,5
2026-05-24,HARBOR POLICE,,1,1,1,1
2026-05-24,LA MESA,,1,1,1,1
2026-05-24,NATIONAL CITY,,1,1,1,1
2026-05-24,OCEANSIDE,,5,5,5,5
2026-05-24,SAN DIEGO,,32,32,32,32
2026-05-24,SHERIFF,,10,9,10,10
2026-05-25,CARLSBAD,,2,2,2,2
2026-05-25,CHULA VISTA,,3,3,3,3
2026-05-25,EL CAJON,,2,2,2,2
2026-05-25,ESCONDIDO,,3,3,3,3
2026-05-25,HARBOR POLICE,,1,1,1,1
2026-05-25,LA MESA,,1,1,1,1
2026-05-25,NATIONAL CITY,,2,2,2,2
2026-05-25,OCEANSIDE,,2,2,2,2
2026-05-25,SAN DIEGO,,30,30,30,30
2026-05-25,SHERIFF,,15,14,15,15
2026-05-26,CARLSBAD,,2,2,2,2
2026-05-26,CHULA VISTA,,2,2,2,2
2026-05-26,EL CAJON,,1,1,1,1
2026-05-26,ESCONDIDO,,5,5,5,5
2026-05-26,LA MESA,,1,1,1,1
2026-05-26,OCEANSIDE,,5,5,5,5
2026-05-26,SAN DIEGO,,15,15,15,15
2026-05-26,SHERIFF,,12,12,12,12
2026-05-27,CARLSBAD,,1,1,1,1
2026-05-27,CHULA VISTA,,2,2,2,2
2026-05-27,EL CAJON,,2,2,2,2
2026-05-27,ESCONDIDO,,5,5,5,5
2026-05-27,HARBOR POLICE,,2,2,2,2
2026-05-27,LA MESA,,1,1,1,1
2026-05-27,OCEANSIDE,,5,5,5,5
2026-05-27,SAN DIEGO,,18,18,18,18
2026-05-27,SHERIFF,,12,11,12,12
2026-05-28,CARLSBAD,,2,2,2,2
2026-05-28,CHULA VISTA,,6,6,6,6
2026-05-28,EL CAJON,,3,3,3,3
2026-05-28,ESCONDIDO,,4,4,4,4
2026-05-28,HARBOR POLICE,,1,1,1,1
2026-05-28,LA MESA,,6,6,6,6
2026-05-28,OCEANSIDE,,3,3,3,3
2026-05-28,SAN DIEGO,,14,14,14,14
2026-05-28,SHERIFF,,16,15,16,16
2026-05-29,CARLSBAD,,3,3,3,3
2026-05-29,CHULA VISTA,,2,2,2,2
2026-05-29,EL CAJON,,2,2,2,2
2026-05-29,ESCONDIDO,,9,8,9,9
2026-05-29,LA MESA,,5,5,5,5
2026-05-29,NATIONAL CITY,,2,2,2,2
2026-05-29,OCEANSIDE,,2,2,2,2
2026-05-29,SAN DIEGO,,12,12,12,12
2026-05-29,SHERIFF,,8,8,8,8
2026-05-30,CARLSBAD,,1,1,1,1
2026-05-30,CHULA VISTA,,4,4,4,4
2026-05-30,EL CAJON,,2,2,2,2
2026-05-30,ESCONDIDO,,7,7,7,7
2026-05-30,HARBOR POLICE,,2,2,2,2
2026-05-30,LA MESA,,2,2,2,2
2026-05-30,NATIONAL CITY,,2,2,2,2
2026-05-30,OCEANSIDE,,3,3,3,3
2026-05-30,SAN DIEGO,,22,22,22,22
2026-05-30,SHERIFF,,11,11,11,11
2026-05-31,CARLSBAD,,3,3,3,3
2026-05-31,CHULA VISTA,,3,3,3,3
2026-05-31,EL CAJON,,3,3,3,3
2026-05-31,ESCONDIDO,,3,3,3,3
2026-05-31,HARBOR POLICE,,1,1,1,1
2026-05-31,LA MESA,,4,4,4,4
2026-05-31,NATIONAL CITY,,2,2,2,2
2026-05-31,OCEANSIDE,,3,3,3,3
2026-05-31,SAN DIEGO,,27,27,27,27
2026-05-31,SHERIFF,,11,11,11,11
2026-06-01,CARLSBAD,,2,2,2,2
2026-06-01,CHULA VISTA,,4,4,4,4
2026-06-01,EL CAJON,,5,5,5,5
2026-06-01,ESCONDIDO,,5,5,5,5
2026-06-01,NATIONAL CITY,,1,1,1,1
2026-06-01,OCEANSIDE,,2,2,2,2
2026-06-01,SAN DIEGO,,13,13,13,13
2026-06-01,SHERIFF,,11,11,11,11
2026-06-02,CARLSBAD,,1,1,1,1
2026-06-02,CHULA VISTA,,1,1,1,1
2026-06-02,EL CAJON,,3,3,3,3
2026-06-02,ESCONDIDO,,6,6,6,6
2026-06-02,HARBOR POLICE,,2,2,2,2
2026-06-02,LA MESA,,1,1,1,1
2026-06-02,NATIONAL CITY,,2,2,2,2
2026-06-02,OCEANSIDE,,1,1,1,1
2026-06-02,SAN DIEGO,,19,19,19,19
2026-06-02,SHERIFF,,7,7,7,7
2026-06-03,CARLSBAD,,2,2,2,2
2026-06-03,EL CAJON,,2,2,2,2
2026-06-03,ESCONDIDO,,3,3,3,3
2026-06-03,HARBOR POLICE,,2,2,2,2
2026-06-03,LA MESA,,1,1,1,1
2026-06-03,NATIONAL CITY,,1,1,1,1
2026-06-03,OCEANSIDE,,4,3,4,4
2026-06-03,SAN DIEGO,,18,18,18,18
2026-06-03,SHERIFF,,12,12,12,12
2026-06-04,CHULA VISTA,,2,2,2,2
2026-06-04,EL CAJON,,4,4,4,4
2026-06-04,ESCONDIDO,,6,6,6,6
2026-06-04,HARBOR POLICE,,1,1,1,1
2026-06-04,LA MESA,,2,2,2,2
2026-06-04,NATIONAL CITY,,1,1,1,1
2026-06-04,OCEANSIDE,,3,3,3,3
2026-06-04,SAN DIEGO,,16,15,16,16
2026-06-04,SHERIFF,,14,14,14,14
2026-06-05,CARLSBAD,,3,3,3,3
2026-06-05,CHULA VISTA,,2,2,2,2
2026-06-05,EL CAJON,,2,1,2,2
2026-06-05,ESCONDIDO,,6,6,6,6
